kanakanji,unicode,maxStrokeID,strokeDirections,positionDirections,charClass
瀦,0x7026,19,ttprsdssstrdrsodtrr,ddursddpsppdpdsodd,kanji
瀧,0x7027,19,ttpdrddrddrrrtrtrrr,ddpstrstoddpudoddd,kanji
瀬,0x702c,19,ttprdtrdstrddtrrrst,ddudoduddursoddddr,kanji
瀰,0x7030,20,ttptrlrstdtdstststst,ddudoptrsopdsdspsts,kanji
瀲,0x7032,20,ttpstrdtrdtrststdrst,ddpossodpodsdpdudrs,kanji
瀾,0x703e,20,ttpdtrrddrrrdttsrdst,dduoddpoddsdorrsudo,kanji
灌,0x704c,20,ttprdddtrdtrsdsrdrrr,dduprsodpodlspsrsdd,kanji
灑,0x7051,22,ttprdttrdttdrdrddrrtst,ddudotpdotslotprsdurl,kanji
灘,0x7058,22,ttprddrdrrrrdtdddrdrrr,dduprssodddpdpdpsrsdd,kanji
灣,0x7063,25,ttptrrrdtrddtdstddtdstrrt,ddpddddodutdssrptdsorldo,kanji
火,0x706b,4,tsdt,rqd,kanji
灬,0x706c,4,dttt,rrr,kanji
灯,0x706f,6,dsdtrd,rqdpr,kanji
灰,0x7070,6,rddsst,otrld,kanji
灸,0x7078,7,ssttsst,dtsrld,kanji
灼,0x707c,7,dsdtsdr,rqdpdd,kanji
災,0x707d,7,dddtsst,rrsrld,kanji
炉,0x7089,8,dsdtrtrd,rqduddu,kanji
炊,0x708a,8,dsdtsrst,rqdpddd,kanji
炎,0x708e,8,tssttsst,rldsrld,kanji
炒,0x7092,8,dsdtdsts,rqdpsrd,kanji
炙,0x7099,8,sstttsst,sssdrld,kanji
炬,0x70ac,9,dsdtdrtrr,rqdpoddd,kanji
炭,0x70ad,9,drdrdtsst,lrsotrld,kanji
炮,0x70ae,9,dsdtsttrt,rqdpdddu,kanji
炯,0x70af,9,dsdtdtdtr,rqduotod,kanji
炳,0x70b3,9,tsdtrdtdt,rqdudopd,kanji
炸,0x70b8,9,dsdtsrdrr,rqdpdrdd,kanji
点,0x70b9,9,drdrrsdtt,dsodsrrr,kanji
為,0x70ba,9,tsrttdttt,rstssrrr,kanji
烈,0x70c8,10,rsdtddddtt,rdsprsrrr,kanji
烋,0x70cb,10,sdrdstsdtt,srpdosrrr,kanji
烏,0x70cf,10,sdtrrtdttt,sodddsrrr,kanji
烙,0x70d9,10,dsdtsstdtr,rqdpdsdod,kanji
烝,0x70dd,10,tddstrsdtt,tlrlsdrrr,kanji
烟,0x70df,10,dsdtdtrdtr,rqdpodpds,kanji
烱,0x70f1,11,dsdtdtdtdtr,rqduorrsod,kanji
烹,0x70f9,11,drdrrrdsttt,ltodsrsrrr,kanji
烽,0x70fd,11,dsdtsstrrrd,rqdpdsdddp,kanji
焉,0x7109,11,rdrdrrtddtt,rdlstudrrr,kanji
焔,0x7114,11,dsdtsdddtrr,rqdpdsrodd,kanji
焙,0x7119,12,dsdtdrddrdtr,rqdpstrstod,kanji
焚,0x711a,12,rdstrdsttsst,pdorpdosrld,kanji
焜,0x711c,12,tsdtdtrrrtst,rqduodddurl,kanji
無,0x7121,12,srrddddrsttt,dsprrrsdrrr,kanji
焦,0x7126,12,sddrdrrrsdtt,dpsrsddsrrr,kanji
焰,0x7130,12,dsdtsdsdrdrr,rqdpddsdpds,kanji
然,0x7136,12,sdttrdttdddt,ddsrpdusrrr,kanji
焼,0x713c,12,dsdtrdrddrst,rqdppsprsrr,kanji
煉,0x7149,13,dsdtrdttsrdst,rqdpdotrsudo,kanji
煌,0x714c,13,dsdtsdtrrrdrr,rqdpsoddsrss,kanji
煎,0x714e,13,tsrdtttddsttt,rltotdprsrrr,kanji
煕,0x7155,14,orddrdrtrtddtt,otpdospdusrrr,kanji
煖,0x7156,13,dsdtlsttrrsst,rqdpsrrsspds,kanji
煙,0x7159,13,dsdtrdrddrrdr,rqdudoprsdps,kanji
煢,0x7162,13,tsdttsdtdrrrd,rldprldloddp,kanji
煤,0x7164,13,dsdtrddrrrdst,rqdpprsdspdo,kanji
煥,0x7165,13,dsdtstdtdtrst,rqdpdsorrspd,kanji
煦,0x7166,13,ddrrstdtrsdtt,oddpddodsrrr,kanji
照,0x7167,13,dtrrtsdtrsdtt,oddprsodlrrr,kanji
煩,0x7169,13,dsdtrsdtrrrst,rqdprsoddddr,kanji
煬,0x716c,13,dsdtdtrrrstss,rqduoddsrdrr,kanji
煮,0x716e,12,rdrsdtrrsdtt,psrsoddlrrr,kanji
煽,0x717d,14,dsdtldrrdssdss,rqdpldddrtprt,kanji
熄,0x7184,14,dsdtsdtrrrsttt,rqdpsoddddprr,kanji
熈,0x7188,15,ddrdtrdrtrtsddt,rorsdrspdusrrr,kanji
熊,0x718a,14,ttdtrrstststtt,tsoddpltlsrrr,kanji
熏,0x718f,14,lrdrtsrdrrsttt,ltotrspsstrrr,kanji
熔,0x7194,14,dsdtddrststdtr,rqdpsotrsosod,kanji
熕,0x7195,14,dsdtrdrdtrrrst,rqdurstodddrr,kanji
熙,0x7199,15,drddtrdrtrtsddt,orsodrspdusrrr,kanji
熟,0x719f,15,drdrrrdrdttsttt,stoddtspsdsrrr,kanji
熨,0x71a8,15,rrdrrdstrdttsst,dudsrsrupssrld,kanji
熬,0x71ac,15,rdrdrdsdrstsdtt,psrsropdrlsrrr,kanji
熱,0x71b1,15,rdrstrdrdttsddt,psrrspspsdsrrr,kanji
熹,0x71b9,16,rdrdrrtsrdrrsttt,psdodorlrodsrrr,kanji
熾,0x71be,16,dsdtdrtsrdtrrdst,rqdpstrstoddutu,kanji
燃,0x71c3,16,dsdtsdttrdttsdtt,rqdpodsrpdpsrrr,kanji
燈,0x71c8,16,dsdtdtstsrdtrtsr,rqdpdrlrsdoddrs,kanji
燉,0x71c9,16,dsdtdrdtrtdrdrst,rqdpstodstspdrs,kanji
燎,0x71ce,16,dsdtrsttsdtrrdst,rqdupdsrsoddrsr,kanji
燐,0x71d0,17,dsdttsrdstsstrdrd,rqdprspdosdsrosp,kanji
燒,0x71d2,16,dsdtrdrrdrrdrrst,rqdppsdpsppssrr,kanji
燔,0x71d4,16,dsdtltsrdstdtdrr,rqdpsrlpdosorsd,kanji
燕,0x71d5,16,rddrdtrrdpststtt,prsdodqpsplsrrr,kanji
燗,0x71d7,16,dsdtdtrrddrrddrr,rqduoddpoddsodd,kanji
營,0x71df,17,tsdttsdtdrdrrsdrr,rldprldlotodrsod,kanji
燠,0x71e0,17,dsdtsdtlosrdstrst,rqdpsorsrspdosrd,kanji
燥,0x71e5,17,dsdtdtrdtrdtrrdst,rqdpodsodpodspdo,kanji
燦,0x71e6,17,dsdtdrsdtdttsrdst,rqdpdlddpdsrlpdr,kanji
燧,0x71e7,17,dsdtstrsdssstttdr,rqdppsrdddpsqddd,kanji
燬,0x71ec,17,dsdtsdrdrrrdrdtdt,rqdpsdpdsdpdpodd,kanji
燭,0x71ed,17,dsdtdrddrstdrrdrt,rqduorrstdsodpsr,kanji
燮,0x71ee,17,trrrdtrdsdttsdtdr,stddodqrqdrrqdsd,kanji
燵,0x71f5,17,dsdtrdrdsrrrdttdr,rqdppsrrsddpqddd,kanji
燹,0x71f9,18,rsdssstrsdsssttsst,rdodpsprddtpssrld,kanji
燻,0x71fb,18,dsdtlrdttsrdrrsdtt,rqdpsdotrspdstrrr,kanji
燼,0x71fc,18,dsdttrrrdstttdtddr,rqdpstspdrrrlorrs,kanji
燿,0x71ff,18,dsdttrrtrrsdsrdrrr,rqduddpddsdpsrsdd,kanji
爆,0x7206,19,dsdtdtrrrddrstdopst,rqduoddsprsrrssdps,kanji
爍,0x720d,19,dsdtddtrrddtddtrdst,rqdpsodduddptdsrdo,kanji
爐,0x7210,20,dsdtdrdrrtdtdrrdrddr,rqdpdlodpdorsdsorrs,kanji
爛,0x721b,21,dsdtdtrrddrrrdttsrdst,rqduoddpoddsdorrsudo,kanji
爨,0x7228,29,sdrrdtrrrtrrdrrdstrdstrsttsst,ltdpodddpddlotpdorpdosrrlrld,kanji
爪,0x722a,4,sddt,lrr,kanji
爬,0x722c,8,sddttdrt,srprrsu,kanji
爭,0x722d,8,lstttrrd,lrrsstp,kanji
爰,0x7230,9,lsttrrsst,lrrsspds,kanji
爲,0x7232,12,lsttdrrtdttt,ltrsodddrrr,kanji
爵,0x7235,17,lttsdrddrtrrttrdt,srrlorrldddutpps,kanji
父,0x7236,4,stst,rdl,kanji
爺,0x723a,13,stsrrdrrrdtdd,rdlsoddsprtq,kanji
爻,0x723b,4,stst,ltl,kanji
爼,0x723c,9,ststddrrr,ltlpodds,kanji
爽,0x723d,11,rststststdt,rltlpltlud,kanji
爾,0x723e,14,rstdtdstststst,rrlopdstspltl,kanji
爿,0x723f,4,dtrs,ldr,kanji
牀,0x7240,8,dtrdrdst,ldrppdo,kanji
牆,0x7246,17,dtrdrdststrdtdtrr,sdrppsdpdstotods,kanji
片,0x7247,4,ddrt,rsd,kanji
版,0x7248,8,ddrtrddt,rsdpodd,kanji
牋,0x724b,12,ddrtrtstrtst,rsdpptqsptq,kanji
牌,0x724c,12,ddrtsdtrrsrd,rsdpsoddpsp,kanji
牒,0x7252,13,ddrtrddrtrdst,rddpprsqdpdo,kanji
牘,0x7258,19,ddrtrdrdrsrrdtrrrst,rsdppssorrstodddtr,kanji
牙,0x7259,4,rrds,trd,kanji
牛,0x725b,4,srrd,dsp,kanji
牝,0x725d,6,srdpst,dpdpq,kanji
牟,0x725f,6,ttsrrd,tsdsp,kanji
牡,0x7261,7,srdprdr,dudppd,kanji
牢,0x7262,7,ddrsrrd,sotdsp,kanji
牧,0x7267,8,srdpdrst,dudpdrs,kanji
物,0x7269,8,drdpsdss,dpdpdtr,kanji
牲,0x7272,9,srdpdrdrr,dudpdpdd,kanji
牴,0x7274,9,drdrstrtr,dudpsdpd,kanji
特,0x7279,10,drdprdrrdt,dudppsdps,kanji
牽,0x727d,11,drddrdtsrrd,lrsopdsdsp,kanji
牾,0x727e,11,drdprdtrdtr,dudprsddod,kanji
犀,0x7280,12,rrddrrrrsrrd,dutldrdldsp,kanji
犁,0x7281,11,srdstddsrrd,spdoprsdsp,kanji
犂,0x7282,12,srdstsdssrrd,spdtpdrsdsp,kanji
犇,0x7287,12,srrdsrdpsrrd,dspsdpspdsp,kanji
犒,0x7292,14,drdpdrdrrdtdtr,dudpstodsotod,kanji
犖,0x7296,14,tsdttsstdrsrrd,rldprldlordsp,kanji
犠,0x72a0,17,drdptsrdrrsrdptst,dudprsrssrspsptu,kanji
犢,0x72a2,19,drdrrdrdrsrrdtrrrst,dudppssorrstodddtr,kanji
犧,0x72a7,20,drdptsrdrrsrdsrrdtst,dudprsrssrsrdosrptu,kanji
犬,0x72ac,4,rstt,pdp,kanji
犭,0x72ad,3,sds,lt,kanji
犯,0x72af,5,sdstt,ltpo,kanji
犲,0x72b2,6,sdsrds,ltrpd,kanji
状,0x72b6,7,dtprdtt,sdppdp,kanji
犹,0x72b9,7,sdsrdtt,ltrpdu,kanji
狂,0x72c2,7,sdsrdrr,ltprsd,kanji
狃,0x72c3,7,sdstdrr,ltprsd,kanji
狄,0x72c4,7,sdstsdt,ltprqd,kanji
狆,0x72c6,7,sdsdtrd,ltrodu,kanji
狎,0x72ce,8,sdsdtrrd,ltpoddp,kanji
狐,0x72d0,9,sdssddrdd,ltplrdpu,kanji
狒,0x72d2,8,sdsrrtdd,ltpdour,kanji
狗,0x72d7,8,sdssddtr,ltpddod,kanji
狙,0x72d9,8,sdsdtrrr,ltpodds,kanji
狛,0x72db,8,sdsddtrr,ltpsodd,kanji
狠,0x72e0,9,sdstrrdst,ltpddutl,kanji
狡,0x72e1,9,sdsdrstst,ltpstrdl,kanji
狢,0x72e2,9,sdssstdtr,ltpdsdod,kanji
狩,0x72e9,9,sdsddrrdt,ltpsodps,kanji
独,0x72ec,9,sdsdrrdrt,ltpodudp,kanji
狭,0x72ed,9,sdsrtsrdt,ltpdrspd,kanji
狷,0x72f7,10,sdsdrrdtrr,ltpoddodd,kanji
狸,0x72f8,10,sdsdtrrdrr,ltpoddpds,kanji
狹,0x72f9,10,sdsrdtstdt,ltptdrdqd,kanji
狼,0x72fc,10,sdsdtrrdst,ltpsddutl,kanji
狽,0x72fd,10,sdsdtrrrst,ltpodddtr,kanji
猊,0x730a,11,sdssdrtrrst,ltpsdpdstr,kanji
猖,0x7316,11,sdsdtrrdtrr,ltpodddodd,kanji
猗,0x7317,11,sdsrstrdtrd,ltppdstodp,kanji
猛,0x731b,11,sdstdrdtddr,ltptsdorrs,kanji
猜,0x731c,11,sdsrdrrdtdr,ltppsstors,kanji
猝,0x731d,11,sdsdrststrd,ltpsrdrdsp,kanji
猟,0x731f,11,sdstdsdtrrd,ltprrsoddp,kanji
猥,0x7325,12,sdsdtdrrrtst,ltporsdsrrl,kanji
猩,0x7329,12,sdsdtrrsrdrr,ltpoddddpss,kanji
猪,0x732a,11,sdsrdrsdtrr,ltppspsodd,kanji
猫,0x732b,11,sdsrdddtdrr,ltpprsorsd,kanji
献,0x732e,13,rddttdrrdrdtt,psorrsdppudu,kanji
猯,0x732f,12,sdsdrdrsdtdd,ltplrsrsorr,kanji
猴,0x7334,12,sdssdtrsrrdt,ltpdpdtdspd,kanji
猶,0x7336,12,sdstsrdtdtrr,ldprsdoprsd,kanji
猷,0x7337,13,sordtdtrrrdtt,rsdoprddppdp,kanji
猾,0x733e,13,sdsdtdrdrddrr,ltpotosotodd,kanji
猿,0x733f,13,sdsrdrdrrstst,ltppstodrsrl,kanji
獄,0x7344,14,sdstrrrdtrrdtt,ldpstddodpudu,kanji
獅,0x7345,13,sdssdtrtrrdtd,ltpsodddudop,kanji
獎,0x734e,15,dtrssstordtrstt,ldrpdossrsspdp,kanji
獏,0x734f,13,sdsrdddtrrrst,ltpprsoddspd,kanji
獗,0x7357,15,sdsrdtdrtdddtdt,ltpotrsdrqpddd,kanji
獣,0x7363,16,ttsdtdrrrdrrrdtt,rrsorsdstodppdu,kanji
獨,0x7368,16,sdsdrddrsddtrdrt,ltporrsrdsodudp,kanji
獪,0x736a,16,sdsstrdrdtsrdtrr,ltpossorlrstodd,kanji
獰,0x7370,17,sdsddrdrotdrddrrd,ltpsotrrrsorrldr,kanji
獲,0x7372,16,sdsrddsddrdrrrdt,ltpprsdpsrsdddo,kanji
獵,0x7375,18,sdsddddrsrrttttttt,ltprrsorlsdrdptdp,kanji
獸,0x7378,19,dtrdtrdtdrrrdtrrdtt,odpodlorsdstodppdu,kanji
獺,0x737a,19,sdsrdtrdsttsdtrrrst,ltpdoduddurdodddor,kanji
獻,0x737b,20,drdrrtrdrrdtstrdrdtt,dsotpddodsorrsrppdu,kanji
玄,0x7384,5,drddt,srtd,kanji
率,0x7387,11,drddttpstrd,srrdldpssr,kanji
玉,0x7389,5,rdrrt,rsdp,kanji
王,0x738b,4,rdrr,rss,kanji
玖,0x7396,7,rdrpsst,rsdpdd,kanji
玩,0x73a9,8,rdrprrst,rsdpdrr,kanji
玲,0x73b2,9,rdrpstttt,rsdpddst,kanji
玳,0x73b3,9,rdrpsdrdt,rsdpdrut,kanji
玻,0x73bb,9,rdrpdrddt,rsdpopdo,kanji
珀,0x73c0,9,rdrpsdtrr,rsdpsodd,kanji
珂,0x73c2,9,rdrprdtrd,rsdpdodp,kanji
珈,0x73c8,9,rdrpddddr,rsdpptod,kanji
珊,0x73ca,9,rdrpdtddr,rsdporrs,kanji
珍,0x73cd,9,rdrrstsss,rsdpoddt,kanji
珎,0x73ce,9,rdrpdrdst,rsdpdrsr,kanji
珞,0x73de,10,rdrpsstdtr,rsdpdsdod,kanji
珠,0x73e0,10,rdrpsrrdst,rsdpdspdo,kanji
珥,0x73e5,10,rdrrrdrrrd,rsdprddsp,kanji
珪,0x73ea,10,rdrprdrrdr,rsdppsdps,kanji
班,0x73ed,10,rdrrddrdrr,rsdpptrdd,kanji
珮,0x73ee,10,rdrpdtrdtd,rsdpotdop,kanji
珱,0x73f1,10,rdrpttstsr,rsdpprstl,kanji
珸,0x73f8,11,rdrprdtrdtr,rsdprsdtod,kanji
現,0x73fe,11,rdrpdtrrrst,rsdpodddtr,kanji
球,0x7403,11,rdrprdtpstt,rsdppsdpsu,kanji
琅,0x7405,11,rdrpdtrrdst,rsdpsddutl,kanji
理,0x7406,11,rdrrdtrrdrr,rsdpoddpds,kanji
琉,0x7409,11,rdrrdrttddt,rsdpsrrspr,kanji
琢,0x7422,11,rdrprsdssst,rsdprsddps,kanji
琥,0x7425,12,rdrpdrdrrtdt,rsdpdsodpdr,kanji
琲,0x7432,12,rdrpdrrpdrrr,rsdpsddpddd,kanji
琳,0x7433,12,rdrprddtrdst,rsdppddpudo,kanji
琴,0x7434,12,rdrrrdrrstrt,rsdprsdloss,kanji
琵,0x7435,12,rdrrrdrrrtst,rsdprsdsurl,kanji
琶,0x7436,12,rdrrrdrrrdrt,rsdprsdsrsu,kanji
琺,0x743a,12,rdrpttprdrtt,rsdpddupsrt,kanji
琿,0x743f,13,rdrpdrrdtrrrd,rsdpoddoddsp,kanji
瑁,0x7441,13,rdrrdtrrdtrrr,rsdpotddoddd,kanji
瑕,0x7455,13,rdrptrdrrtrdt,rsdpduddpddd,kanji
瑙,0x7459,13,rdrpdddsdtstr,rsdprrssorld,kanji
瑚,0x745a,13,rdrprddtrddrr,rsdppdodpodd,kanji
瑛,0x745b,12,rdrprdddtrst,rsdpprsospd,kanji
瑜,0x745c,13,rdrpstrddttdd,rsdpqdsotdpr,kanji
瑞,0x745e,13,rdrpdrdrsdtdd,rsdpsrsrsorr,kanji
瑟,0x745f,13,rdrrrdrrtstst,rsdprsddrlsr,kanji
瑠,0x7460,14,rdrpstttsdtdrr,rsdpsrprsorsd,kanji
瑣,0x7463,14,rdrpdstdtrrrst,rsdpsrsodddtr,kanji
瑤,0x7464,14,rdrpssttsrrdrd,rsdpdsstdspsr,kanji
瑩,0x7469,15,tsdttsdtdrrdrrt,rldprldlotrssr,kanji
瑪,0x746a,14,rdrpdrdrrtdddt,rsdporsddsrrr,kanji
瑯,0x746f,14,rdrpdtrrdsttdd,rsdpsddutsptu,kanji
瑰,0x7470,14,rdrpsdtdrrstdt,rsdpsorsdrrrt,kanji
瑳,0x7473,14,rdrptsrdrrsrdr,rsdprsrssrdrs,kanji
瑶,0x7476,13,rdrplttsrrdrd,rsdpsrrsdpsr,kanji
瑾,0x747e,15,rdrprddrdrrdrrr,rsdpprssodpsds,kanji
璃,0x7483,15,odordrstrddldrt,rsdpsrllrsopdp,kanji
璋,0x748b,15,rdrpdrtdrdtrrrd,rsdpsrrltoddsr,kanji
璞,0x749e,16,rdrpddtsrtsrrrst,rsdprlrlrrsdspd,kanji
璢,0x74a2,16,rdrprdrttrddtdrr,rsdprsordusorsd,kanji
璧,0x74a7,18,trddtrdrtsrrdrdrrt,dudodpsorsdpsrssr,kanji
環,0x74b0,17,rdrpdrddrrdrrsdst,rsdporrsstodrdrl,kanji
璽,0x74bd,19,rstdtdststststrdrrt,rrlopdltlpltlsrlsr,kanji
瓊,0x74ca,18,rdrpstdrstdtrrrsst,rsdpdsordsodddros,kanji
瓏,0x74cf,20,rdrpdrddrddrrrtrtrrr,rddpsorstoddpudoddd,kanji
瓔,0x74d4,21,rdrpdtrrrstdtrrrsttsr,rsdpodddorpodddorsrl,kanji
瓜,0x74dc,6,sddrtt,lrdpu,kanji
瓠,0x74e0,12,rstrrdsddrtd,pdssrpsrdpu,kanji
瓢,0x74e2,17,rdrddrrrdstsddrtd,doprsdsrsrpsrdpu,kanji
瓣,0x74e3,20,drddrrdsddpdddrddrrd,strsdppsrdpupstrsdp,kanji
瓦,0x74e6,5,rdrtt,rdpd,kanji
瓧,0x74e7,7,rdpttrd,rdudrp,kanji
瓩,0x74e9,8,rdpttsrd,rdudpsp,kanji
瓮,0x74ee,9,stttrdrrt,rstsrspt,kanji
瓰,0x74f0,9,rdpttstds,rdudprsr,kanji
瓱,0x74f1,9,rdpttsrrt,rdudpsdp,kanji
瓲,0x74f2,9,rdpttltdd,rdudpsrq,kanji
瓶,0x74f6,11,tsrrddrdrtt,rsdprprdud,kanji
瓷,0x74f7,11,rrsrstrdrrt,dpdrdsrspo,kanji
瓸,0x74f8,11,odpttosdtrr,rdudprsodd,kanji
甃,0x7503,14,lrdsttsdtrdrrt,spdoprldsrspt,kanji
甄,0x7504,14,rdtddrrdrrdptt,doprsdpsprdud,kanji
甅,0x7505,14,odpttrddtrrdrr,rdudpotoddpdd,kanji
甌,0x750c,16,rdtrdtrdtrtrdptt,todsodpodqrrdud,kanji
甍,0x750d,15,rdddrddrdrrdrrt,prsorrlsotrspd,kanji
甎,0x750e,16,rdtrrdrtrdtrdptt,doddudrsrsprdud,kanji
甑,0x7511,17,stdtdtsrdtrrrdptt,rsorsrsdoddprdud,kanji
甓,0x7513,18,trddtrdrtsrrdrdrrt,dudodpsorsdpsrspt,kanji
甕,0x7515,18,drddssdsrdrrrrdrrt,ltrdpspsrsddlrspt,kanji
甘,0x7518,5,rddrr,prsd,kanji
甚,0x751a,9,rddrrrstt,prsdsrrl,kanji
甜,0x751c,11,srddtrrddrr,spdodpprsd,kanji
甞,0x751e,13,dtsdrdrrrddrr,lrlorodsrrsd,kanji
生,0x751f,5,srdrr,dpss,kanji
産,0x7523,11,drtdrdsrdrr,srrsordpss,kanji
甥,0x7525,12,drdrpdtdrrts,duddporsdsp,kanji
甦,0x7526,12,rdtrrdrdrdrr,doddudpdudd,kanji
用,0x7528,5,dtrrd,oddp,kanji
甫,0x752b,7,rdtrrdt,toddur,kanji
甬,0x752c,7,ttdtrrd,tsoddp,kanji
田,0x7530,5,dtdrr,orsd,kanji
由,0x7531,5,dtdrr,opsd,kanji
甲,0x7532,5,dtrrd,oddp,kanji
申,0x7533,5,dtrrd,oddu,kanji
男,0x7537,7,dtdrrts,orsdsp,kanji
甸,0x7538,7,stdtdrr,dsorsd,kanji
町,0x753a,7,dtdrrrd,orsdpr,kanji
画,0x753b,8,rdtdrrtd,dopsdqr,kanji
甼,0x753c,7,dtdrrrd,orsdsr,kanji
畄,0x7544,8,ttsdtdrr,rrsorsd,kanji
畆,0x7546,9,drdtdrrdt,storsdpd,kanji
畉,0x7549,9,dtdrrrrdt,orddpdpd,kanji
畊,0x754a,9,dtdrrrrdd,orsdpdur,kanji
畋,0x754b,9,dtdrrdrst,orsdpdrl,kanji
界,0x754c,9,dtdrrstdd,orsdrrsr,kanji
畍,0x754d,9,dtdrrstdd,orsdpddr,kanji
畏,0x754f,9,dtdrrrtst,orsdsrrl,kanji
畐,0x7550,9,rosroodrr,dotsorsd,kanji
畑,0x7551,9,tsdtdtdrr,rqdporsd,kanji
畔,0x7554,10,dtdrrtsrrd,orsdprsdu,kanji
留,0x7559,10,stttsdtdrr,srprsorsd,kanji
畚,0x755a,10,ttrstdtdrr,tsrtsorsd,kanji
畛,0x755b,10,dtdrrstsss,orsdpddtt,kanji
畜,0x755c,10,drddtdtdrr,lrrdsorsd,kanji
畝,0x755d,10,drdtdrrddt,storsdpdd,kanji
畠,0x7560,10,sdtrrdtdrr,soddsorsd,kanji
畢,0x7562,11,drdrrrddrrd,orsdsprstp,kanji
畤,0x7564,11,dtdrrrdrrdt,orddppsdrs,kanji
略,0x7565,11,dtdrrsdtdtr,orsdpdsdod,kanji
畦,0x7566,11,dtdrrrdrrdr,orsdppsdps,kanji
畧,0x7567,11,dtdrrssrdtr,orsdrdsdod,kanji
畩,0x7569,11,dtdrrdrstst,orsdpsrdpl,kanji
番,0x756a,12,ltsrdstdtdrr,srlpdrsorsd,kanji
畫,0x756b,12,trrrrddrdrrr,stdspdorsds,kanji
畭,0x756d,12,dtdrrstrrdst,orsdposspsr,kanji
異,0x7570,11,dtdrrrddrst,orsdsprsrr,kanji
畳,0x7573,12,dtdrrdrdtrrr,orsdsotodds,kanji
畴,0x7574,12,dtdrrrrrdrdt,orsdpddpdps,kanji
當,0x7576,13,dtsdrdrrdtdrr,lrlotodsorsd,kanji
畷,0x7577,13,dtdrrdtdtdtdt,orsdpdpdsdrd,kanji
畸,0x7578,13,dtdrrrstrdtrd,orsdppdsdodp,kanji
畿,0x757f,15,ddtddtrdtdrrtst,tdptdldorsdutu,kanji
疂,0x7582,16,drdrrtrsrdrdtrrr,orsdsdrsloroddl,kanji
疆,0x7586,19,trdrdrrdtdrrrdtdrrr,dodpdptorsdstorsds,kanji
疇,0x7587,19,dtdrrrdrrrdrrdtrrdt,orddprsstrssdodpps,kanji
疉,0x7589,22,dtdrrdtdrrdtdrrddrdttr,orsdsorsdporsdllordts,kanji
疊,0x758a,22,dtdrrdtdrrdtdrrdrdtrrr,orsdsorsdporsdlorodds,kanji
疋,0x758b,5,rdrst,rdld,kanji
疎,0x758e,12,rdrdprdrrdst,tdldpdodudo,kanji
疏,0x758f,12,tdrdpdrttddt,tdldpsrrsrr,kanji
疑,0x7591,14,stsrrstttrdrst,lddspdutsrdld,kanji
疒,0x7592,5,drdtp,sold,kanji
疔,0x7594,7,drdtprd,srsdpr,kanji
疚,0x759a,8,drdtpsst,sosdpdd,kanji
疝,0x759d,8,drdtpdtd,srsdpsr,kanji
疣,0x75a3,9,drdtprstt,srsdppdu,kanji
疥,0x75a5,9,drdtpstdd,srsdposr,kanji
疫,0x75ab,9,drdtpdrdt,sosdpodd,kanji
疱,0x75b1,10,drdtpsttrt,srsdpdsdu,kanji
疲,0x75b2,10,drdtpdrddt,soldpopdd,kanji
疳,0x75b3,10,drdtprddrr,srsdpprsd,kanji
疵,0x75b5,11,drdtpdrdrst,srsdpdldpq,kanji
疸,0x75b8,10,drdtpdtrrr,srsdpodds,kanji
疹,0x75b9,10,drdtpstsss,losdpodtt,kanji
疼,0x75bc,10,drdtpssttr,sosdpdsds,kanji
疽,0x75bd,10,drdtpdtrrr,srsdpodds,kanji
疾,0x75be,10,drdtpsrrst,sosdpdspd,kanji
痂,0x75c2,10,drdtpdddtr,srsdpptod,kanji
痃,0x75c3,10,drdtpdrddt,losdpsrrd,kanji
病,0x75c5,10,drdtprdtdt,sosdpdopd,kanji
症,0x75c7,10,drdtprdrdr,sosdprdld,kanji
痊,0x75ca,11,drdtpstrdrr,sosdposrss,kanji
痍,0x75cd,11,drdtprrrtdt,sosdpddopd,kanji
痒,0x75d2,11,drdtptsrrrd,sosdprsdsp,kanji
痔,0x75d4,11,drdtprdrrdt,sosdppsdrs,kanji
痕,0x75d5,11,drdtptrrdst,sosdpddutl,kanji
痘,0x75d8,12,drdtprdrrtsr,sosdpdoddrs,kanji
痙,0x75d9,12,drdtprdddrdr,sosdptrrsrs,kanji
痛,0x75db,12,drdtpttdtrrd,sosdptsoddp,kanji
痞,0x75de,12,drdtprsdtdtr,sosdprdrsod,kanji
痢,0x75e2,12,drdtpsrdstdd,sosdpspdtpp,kanji
痣,0x75e3,12,drdtprdrstrt,sosdppsdprr,kanji
痩,0x75e9,12,drdtpdtrrddt,sosdpoddpso,kanji
痰,0x75f0,13,drdtptssttsst,sosdprldsrld,kanji
痲,0x75f2,13,drdtprdddrddt,sosdppdrppdr,kanji
痳,0x75f3,13,drdtprdstrdst,sosdppdtppdo,kanji
痴,0x75f4,13,drdtpdrrstdtr,sosdpdspdpod,kanji
痺,0x75fa,13,drdtpsdtrrsrd,sosdpsoddpsp,kanji
痼,0x75fc,13,drdtpdtrddtrr,sosdpodpsods,kanji
痾,0x75fe,13,drdtptddrdtrd,lrsdpturdodp,kanji
痿,0x75ff,13,drdtplrdsttsr,srsdpsrdodrl,kanji
瘁,0x7601,13,drdtpdrststrd,sosdpsrdrdsr,kanji
瘉,0x7609,14,drdtpstrddttdd,sosdpqdsotdpr,kanji
瘋,0x760b,14,drdtpdtldrrdrt,sosdporsodpdp,kanji
