kanakanji,unicode,maxStrokeID,strokeDirections,positionDirections,charClass
慟,0x615f,14,dtdsrdtrrdrrdd,rursdodduddpp,kanji
慢,0x6162,14,dtddtrrdrddrdt,rqroddsorrstd,kanji
慣,0x6163,14,dtdrtdrdtrrrst,rurorltodddor,kanji
慥,0x6165,14,dtddrrddtrttdr,purdspdoduddd,kanji
慧,0x6167,15,rrrdrrrdrrrsrrt,ddprddpsdddrrr,kanji
慨,0x6168,13,dtdtrrdtrdrdt,rurdduduodpd,kanji
慫,0x616b,15,ssdststdrsrsrrt,dspdpdsdldsprr,kanji
慮,0x616e,15,drdrrtdtdrrsrrt,dlotpsorsdsrrr,kanji
慯,0x616f,14,dtdsrdtrrrstss,rurddoddsrdrr,kanji
慰,0x6170,15,rrdrrdstrdtdrtt,duddrsrppssrrr,kanji
慱,0x6171,14,dtdrdtrrdrtrdt,rqrdoddusrsrs,kanji
慳,0x6173,15,dtddrdrrdrdtrdr,rurorsdrspdsps,kanji
慴,0x6174,14,dtdtsstsssdtrr,rqrrtprtssodd,kanji
慵,0x6175,14,dtddrdtrrdtrrd,rqrsotsddoddu,kanji
慶,0x6176,15,drdrddrrsrotsst,lotprsddrrrsdo,kanji
慷,0x6177,14,dtddrdtrrdtpst,rursotddpsdps,kanji
慾,0x617e,15,ststdtrststdrrt,rddsodpdtdsrrr,kanji
憂,0x6182,15,rddtrrdrdrrtssr,rsoddlotrrrsds,kanji
憇,0x6187,15,srddtrrddrrdrrt,spsodpprsdsrrr,kanji
憊,0x618a,16,sdrddrsdtrrddrrt,dpprsrooddpsprr,kanji
憎,0x618e,14,dtdtsdtdrrdtrr,purrsorsddodd,kanji
憐,0x6190,16,dtdtsrdstsstrdrd,rurrspdosdsrosp,kanji
憑,0x6191,16,tpdrdrrtddttdrrt,dporsddsrrrsrrr,kanji
憔,0x6194,15,dtdsdsrdrrrdddt,purdpsrsddsrrr,kanji
憖,0x6196,16,rststdstrsttsrrt,tdrdqddppdpsprr,kanji
憙,0x6199,16,rdrdrrtsrdrrdrrt,rsdodorlrodsrrr,kanji
憚,0x619a,15,dtddtrdtrdtrrrd,rurodpodloddsp,kanji
憤,0x61a4,15,dtdrdrdddtrrrst,pqrpsprsodddtr,kanji
憧,0x61a7,15,dtddrtsrdtrrdrr,rursrrltoddpss,kanji
憩,0x61a9,16,srddtrsdtrrrdrtt,spdodpsodddsprr,kanji
憫,0x61ab,15,dtddtrrddrrdrst,ruroddpoddssrl,kanji
憬,0x61ac,15,dtddtrrdrdrrdst,rqroddrstodrsr,kanji
憮,0x61ae,15,dtdsrrddddrsdtt,rurdsprrrstrrr,kanji
憲,0x61b2,16,ddrrdrrdrddrdrtt,sotpssdorrssrrr,kanji
憶,0x61b6,16,dtddrtdrdtrrdrtt,purstrstoddsprr,kanji
憺,0x61ba,16,dtdstrdsttrrrdrr,rurdsorrsstdsod,kanji
憾,0x61be,16,dtddrrdtrtstdrot,rutotdodutusrrr,kanji
懃,0x61c3,17,rddrdrrdrrrtddrrt,prssodpsddppsrrr,kanji
懆,0x61c6,16,dtddrrdtrdtrrdst,rurodsodpodspdo,kanji
懇,0x61c7,17,lttsdsstrrdstdrrt,srrsoduddutlsrrr,kanji
懈,0x61c8,16,dtdstdddrrtsdrrd,rurddorsdprddsp,kanji
應,0x61c9,17,drdsdsdsrdrrrdrrt,sordpdpsrsddsrrr,kanji
懊,0x61ca,16,dddsdtltsrdstrst,rursorsrspdosrd,kanji
懋,0x61cb,17,ttrdsrdstrdstsrrt,tsrolpddrpdosprr,kanji
懌,0x61cc,16,dtddrddrrdrtsrrd,rqrorrsdpsrrsdp,kanji
懍,0x61cd,16,dtddrdtdrrrlrdst,rqrstorodsrsrdo,kanji
懐,0x61d0,16,dtdrddrddrdrstst,rutpsorrsrsrsrl,kanji
懣,0x61e3,18,ttprddrdtdststdrrt,ddpprssopsorosprr,kanji
懦,0x61e6,17,dtdrdrdttrtrsdtdd,rurdopsdrdlrsorr,kanji
懲,0x61f2,18,ssddrdrdrrsrstdrrt,ddpsrsrsdpdrlsrrr,kanji
懴,0x61f4,18,dtdrdrddrrrrrrrdst,putpsrrsddpddsptu,kanji
懶,0x61f6,19,dtdrdtrdsttsdtrrrst,putdodudtursodddtr,kanji
懷,0x61f7,19,dtddrdrddrdrrrrstst,rurstorrsrldrdsspl,kanji
懸,0x61f8,20,dtrrrtdstsddtdstdrtt,odddqtsrpstdssrlrrr,kanji
懺,0x61fa,20,dtddtstrddrrrrrrrdst,rurdpdsrrsddpddsptu,kanji
懼,0x61fc,21,dtddtrrrdtrrrsdsrdrrr,rqrodddpodddlspsrsdd,kanji
懽,0x61fd,20,dtdrdddtrdtrsdsrdrrr,rutprsodpodlspsrsdd,kanji
懾,0x61fe,21,dtdrdrrrdrdrrrdrdrrrd,purrddspsrddsprrddsp,kanji
懿,0x61ff,22,rdrdrrdrrtdrrpdrstdtrt,psdotdoddrspdpdtdsprr,kanji
戀,0x6200,23,trrrdtrddtdstddtdstsrrt,sdddodqtdssrptdssrsprr,kanji
戈,0x6208,4,rtst,ptu,kanji
戉,0x6209,5,trtst,optu,kanji
戊,0x620a,5,drtst,optu,kanji
戌,0x620c,6,drrtst,odptu,kanji
戍,0x620d,6,drttst,otutu,kanji
戎,0x620e,6,rrdtst,dpptu,kanji
成,0x6210,6,drdtst,odptu,kanji
我,0x6211,7,srdptst,spsptu,kanji
戒,0x6212,7,rrddtst,dprutu,kanji
戔,0x6214,8,rtstrtst,ptqsptq,kanji
或,0x6216,8,rdtrrtst,todsptu,kanji
戚,0x621a,11,drdrrdsttst,ordsrsrutu,kanji
戛,0x621b,11,rsdtrrrrtst,rsodddsptq,kanji
戝,0x621d,11,ddrrrstrtst,odddtruptu,kanji
戞,0x621e,12,rsdtrrdrrtst,rsoddsodptq,kanji
戟,0x621f,12,rddtrrrdrtst,psoddspputu,kanji
戠,0x6220,12,dotsroorrpst,sdrstoddptu,kanji
戡,0x6221,13,rddrrrdttrdts,prsdsrrlpprd,kanji
戦,0x6226,13,ttsdtrrrdrtst,rrsoddsprutu,kanji
截,0x622a,14,rdrsddrdrrrdst,pstdpsrsddptu,kanji
戮,0x622e,15,tsstssstsssrdst,rdprtsdtttuutu,kanji
戯,0x622f,15,drdrrtdddsrrtst,dsodpdrsrsputu,kanji
戰,0x6230,16,dtrdtrdtrrrdrdst,odpodloddsprutu,kanji
戲,0x6232,17,drdrrtrdrrtdrrdst,dsotpddoddrsputu,kanji
戳,0x6233,18,tsstsssdsrdrrrrdst,rtprtsdpsrsddputu,kanji
戴,0x6234,17,rdrdtdrrrddrstdst,pstorsddprsrrutu,kanji
戸,0x6238,4,rrrd,ddu,kanji
戻,0x623b,7,rrrdrst,ddudpd,kanji
房,0x623f,8,rrrddrds,tdutsru,kanji
所,0x6240,8,rtrdsdrd,ddupsdr,kanji
扁,0x6241,9,ldrrdtrdd,ldddodpr,kanji
扇,0x6247,10,rrrddtpttp,ddudddpdd,kanji
扈,0x6248,11,rrrddrrrdrr,ddutodsrsu,kanji
扉,0x6249,12,rrrddrrrdrrr,ddutsddpddd,kanji
手,0x624b,4,srrd,ssp,kanji
扌,0x624c,3,rdp,pd,kanji
才,0x624d,3,rls,pd,kanji
扎,0x624e,4,rdpt,pdp,kanji
打,0x6253,5,rdprd,pdpr,kanji
払,0x6255,5,rdpdt,pdpd,kanji
托,0x6258,6,rdpsrt,pdpsp,kanji
扛,0x625b,6,rdprdr,pdprs,kanji
扞,0x625e,6,rdprrd,pdpdp,kanji
扠,0x6260,6,rdpdtt,pdptl,kanji
扣,0x6263,6,rdpdtr,pdpod,kanji
扨,0x6268,6,rdpdst,pdprs,kanji
扮,0x626e,7,rdpstts,pdppsr,kanji
扱,0x6271,6,rdpddt,pdpld,kanji
扶,0x6276,7,rdprrdt,pdpdpd,kanji
批,0x6279,7,rdprdsd,pdpurq,kanji
扼,0x627c,7,rdprdtt,pdpodo,kanji
找,0x627e,7,rdprtst,pdpptu,kanji
承,0x627f,8,tdrrrdst,tsddqrs,kanji
技,0x6280,7,rdprddt,pdppdd,kanji
抂,0x6282,7,rdprdrr,pdprsd,kanji
抃,0x6283,7,rdpdrdt,pdpsrd,kanji
抄,0x6284,7,rdpdsts,pdpdrt,kanji
抉,0x6289,7,rdptrdt,pdpdpd,kanji
把,0x628a,7,rdptdrt,pdprsu,kanji
抑,0x6291,7,rdpsttd,pdpsro,kanji
抒,0x6292,7,rdpttrd,pdptsr,kanji
抓,0x6293,7,rdpsddt,pdpsrr,kanji
抔,0x6294,7,rdprsdt,pdprdr,kanji
投,0x6295,7,rdpdrdt,pdpodd,kanji
抖,0x6296,7,rdpttrd,pdpddp,kanji
抗,0x6297,7,rdpdrdt,pdpsto,kanji
折,0x6298,7,rdpsdrd,pdpsdr,kanji
抛,0x629b,7,rdpdtdd,pdpsrp,kanji
抜,0x629c,7,rdprddt,pdppdd,kanji
択,0x629e,7,rdptrdt,pdpdud,kanji
披,0x62ab,8,rdpdrddt,pdpopdd,kanji
抬,0x62ac,8,rdpttdtr,pdptsod,kanji
抱,0x62b1,8,rdpsttrr,pdpdddo,kanji
抵,0x62b5,8,rdpstrtr,pdpsdpd,kanji
抹,0x62b9,8,rdprrdst,pdpdudo,kanji
抻,0x62bb,8,rdpdtrrd,pdpoddu,kanji
押,0x62bc,8,rdpdtrrd,pdpoddp,kanji
抽,0x62bd,8,rdpdtdrr,pdpopdd,kanji
拂,0x62c2,8,rdrrrtdd,pdpdour,kanji
担,0x62c5,8,rdpdtrrr,pdpodds,kanji
拆,0x62c6,8,rdpsdrdt,pdpsdrs,kanji
拇,0x62c7,8,rdrtdttr,pdpotdq,kanji
拈,0x62c8,8,rdpdrdtr,pdpdsod,kanji
拉,0x62c9,8,rdpdrddr,pdpsrrs,kanji
拊,0x62ca,8,rdpsdrdt,pdpdrps,kanji
拌,0x62cc,8,rdpstrrd,pdprssp,kanji
拍,0x62cd,8,rdpsdtrr,pdpsodd,kanji
拏,0x62cf,9,dsrdtlrrd,tlrdtssp,kanji
拐,0x62d0,8,rdpdtrts,pdpodsr,kanji
拑,0x62d1,8,rdprddrr,pdpprsd,kanji
拒,0x62d2,8,rdpdrtrr,pdpoddd,kanji
拓,0x62d3,8,rdprsdtr,pdprdod,kanji
拔,0x62d4,8,rdprdstt,pdpptlp,kanji
拗,0x62d7,8,rdpddddd,pdpddup,kanji
拘,0x62d8,8,rdpsddtr,pdpddod,kanji
拙,0x62d9,8,rdpdrdrd,pdpsrsr,kanji
招,0x62db,8,rdptsdtr,pdprdod,kanji
拜,0x62dc,9,srrdrrrrd,sdprddsp,kanji
拝,0x62dd,8,rdprrrrd,pdptdsp,kanji
拠,0x62e0,8,rdpddtdt,pdpddpo,kanji
拡,0x62e1,8,rdpdrdtt,pdpsott,kanji
括,0x62ec,9,rdpsrddtr,pdpspsod,kanji
拭,0x62ed,9,rdprrdrdt,pdpdrsur,kanji
拮,0x62ee,9,rdprdrdtr,pdppsdod,kanji
拯,0x62ef,9,rdptddstr,pdptsrss,kanji
拱,0x62f1,9,rdprddrst,pdpprstr,kanji
拳,0x62f3,10,tsrrstlrrd,rlspdtssp,kanji
拵,0x62f5,9,rdprsdtdr,pdppdpts,kanji
拶,0x62f6,9,rdpdddsst,pdprrsds,kanji
拷,0x62f7,9,rdprdrssd,pdppspdl,kanji
拾,0x62fe,9,rdpstrdtr,pdpoddod,kanji
拿,0x62ff,10,strdrrlrrd,ossodrssp,kanji
持,0x6301,9,rdprdrrdt,pdppsdps,kanji
挂,0x6302,9,rdprdrrdr,pdppsdps,kanji
指,0x6307,9,rdpstdtrr,pdpldodd,kanji
挈,0x6308,10,sssdtssrrd,ddqrrdssp,kanji
按,0x6309,9,rdpddrdsr,pdpsottl,kanji
挌,0x630c,9,rdpsstdtr,pdpdsdod,kanji
挑,0x6311,9,rdpdtpdst,pdpsdpts,kanji
挙,0x6319,10,ttsrstsrrd,rrlrrdssp,kanji
挟,0x631f,9,rdprtsrdt,pdpdrspd,kanji
挧,0x6327,9,rdpdssdss,pdprdprd,kanji
挨,0x6328,10,rdpttsrrst,pdptsdspd,kanji
挫,0x632b,10,rdpststdrr,pdpdrdqdd,kanji
振,0x632f,10,rdprdrrtst,pdpotdrrl,kanji
挺,0x633a,10,rdpsrdrddt,pdpspdqdd,kanji
挽,0x633d,10,rdpstdtrst,pdpdsodpd,kanji
挾,0x633e,10,rdprststdt,pdptdrdqd,kanji
挿,0x633f,10,rdplrdtrrd,pdpsdoddu,kanji
捉,0x6349,10,rdpdtrdrst,pdpodrdld,kanji
捌,0x634c,10,rdpdtrdsdd,pdpodtupp,kanji
捍,0x634d,10,rdpdtrrrrd,pdpoddddp,kanji
捏,0x634f,10,rdpdtrrrdr,pdpodddps,kanji
捐,0x6350,10,rdrdrrdtrr,pdpoddodd,kanji
捕,0x6355,10,rdprdtrrdt,pdpdoddur,kanji
捗,0x6357,10,rdpdrdrdss,pdpdldrsr,kanji
捜,0x635c,10,rdpdtrrddt,pdpoddudd,kanji
捧,0x6367,11,rdprrrstrrd,pdpdspdssp,kanji
捨,0x6368,11,rdpstrdrdtr,pdpospstod,kanji
捩,0x6369,10,rdprrrdrst,pdpddudpd,kanji
捫,0x636b,11,rdpdtrrddrr,pdpoddpodd,kanji
据,0x636e,11,rdprrdrddtr,pdpdudpsod,kanji
捲,0x6372,11,rdpstrrstlp,pdprlspdso,kanji
捶,0x6376,11,rdpsrrddrdr,pdpsdprspd,kanji
捷,0x6377,11,rdprtrrdrst,pdpdstudld,kanji
捺,0x637a,11,rdprstrrdst,pdppdssrsr,kanji
捻,0x637b,11,rdpstrtdtrt,pdpodsdprr,kanji
掀,0x6380,11,rdpsdrddtdt,pdpsdrpddd,kanji
掃,0x6383,11,rdptrrdrdtd,pdpddsotop,kanji
授,0x6388,11,rdpsttsdrdt,pdpsrrsotd,kanji
掉,0x6389,11,rdpdrdtrrrd,pdpdsoddsp,kanji
掌,0x638c,12,dtsdrdrrlrrd,lrlorodrssp,kanji
掎,0x638e,11,rdprstrdtrd,pdppdsdodp,kanji
掏,0x638f,11,rdpsdsrrdrd,pdpdddspsr,kanji
排,0x6392,11,rdpdrrpdrrr,pdpsddpddd,kanji
掖,0x6396,11,rdpdrsdsdtt,pdpstdpdss,kanji
掘,0x6398,11,rdprrddrdrd,pdpdutsrsr,kanji
掛,0x639b,11,rdprdrrdrdt,pdppddpspd,kanji
掟,0x639f,11,rdpddrrdrst,pdpsodrdld,kanji
掠,0x63a0,11,rdpdrdrrdst,pdpstodrsr,kanji
採,0x63a1,11,rdpsttsrdst,pdpsrrspdo,kanji
探,0x63a2,11,rdpdrstrdst,pdpotrspdo,kanji
掣,0x63a3,12,srrdrdddlrrd,dstoprrdlsp,kanji
接,0x63a5,11,rdpdrtdrtsr,pdpstrsrtl,kanji
控,0x63a7,11,rdpddrstrdr,pdpsotrsrs,kanji
推,0x63a8,11,rdpsdsrdrrr,pdpdpsrsdd,kanji
掩,0x63a9,11,rdprstdtrrt,pdppdsoddu,kanji
措,0x63aa,11,rdprddrdtrr,pdpprstodd,kanji
掫,0x63ab,11,rdrrdrrrddt,pdprdddptd,kanji
掬,0x63ac,11,rdpsdtsrdst,pdpdsrspdt,kanji
掲,0x63b2,11,rdpdtrrsdst,pdpoddodtl,kanji
掴,0x63b4,11,rdpdtrdrrtr,pdpotrsdps,kanji
掵,0x63b5,11,rdpstrdtrtd,pdpossodpo,kanji
掻,0x63bb,11,rdpdtdrrdrt,pdpddodpsr,kanji
掾,0x63be,12,rdrttrsdssst,pdpdsrsddps,kanji
揀,0x63c0,12,rdprdttsrdst,pdpdotrsudo,kanji
揃,0x63c3,12,rdptsrddttdd,pdprsdoddpr,kanji
揄,0x63c4,12,rdpstrddttdd,pdpqdsotdpr,kanji
揆,0x63c6,12,rdpdtstsrrst,pdpdrlrsspd,kanji
揉,0x63c9,12,rdpttrdsrdst,pdptsrosrdo,kanji
描,0x63cf,11,rdprdddtdrr,pdpprsorsd,kanji
提,0x63d0,12,rdpdtrrrdrst,pdpoddsrdld,kanji
插,0x63d2,12,rdrlrsdrtrdr,pdpstsdpdud,kanji
揖,0x63d6,12,rdpdrrrdrrrd,pdpodsrddsp,kanji
揚,0x63da,12,rdpdtrrrstss,pdpoddsrdtr,kanji
換,0x63db,12,rdpsddtdtrst,pdpdsorpspd,kanji
握,0x63e1,12,rdprrdrttrdr,pdpdudrrsps,kanji
揣,0x63e3,12,rdpdrdrsdtdd,pdplrsrsorr,kanji
揩,0x63e9,12,rdprtstsdtrr,pdpurldsodd,kanji
揮,0x63ee,12,rdpdrrdtrrrd,pdpoddoddsp,kanji
援,0x63f4,12,rdpsttsrrsst,pdpsrrsdpdo,kanji
揶,0x63f6,12,rdprdrrpdtdd,pdprdddurtu,kanji
揺,0x63fa,12,rdpsttsrrdrd,pdpsrrsdpsr,kanji
搆,0x6406,13,rdprddrrdtdrr,pdpprsstopss,kanji
損,0x640d,13,rdpdrrdtrrrst,pdpoddodddtr,kanji
搏,0x640f,13,rdprdtrrdtrdt,pdptoddursrs,kanji
搓,0x6413,13,rdptsrdrrsrdr,pdprsrssrdrs,kanji
搖,0x6416,13,rdpssttsrrdrd,pdpdsstdspsr,kanji
搗,0x6417,13,rdpsdtrrrtdrd,pdpsoddddolr,kanji
搜,0x641c,12,rdrsdrdroddt,pdpsdpdsudt,kanji
搦,0x6426,13,rdptrdsstrdss,pdptoddudotd,kanji
搨,0x6428,13,rdpdtrrdssdss,pdpoddsrdprd,kanji
搬,0x642c,13,rdpdddtdrdtdt,pdpsotdlpodd,kanji
搭,0x642d,12,rdprddstrdtr,pdpprsosdod,kanji
搴,0x6434,14,ddrrddrrstlrrd,lotprssrrdssp,kanji
搶,0x6436,13,rdpstrtrrddtr,pdpossddudod,kanji
携,0x643a,13,rdpsdsrdrrrst,pdpdpsrsddtl,kanji
搾,0x643e,13,rdpddrstsrdrr,pdpsorpsdrdd,kanji
摂,0x6442,13,rdprdrrrdtpst,pdprddspsdps,kanji
摎,0x644e,14,rdptsstssstsss,pdprdprtsodtt,kanji
摑,0x6451,14,rdpdtrdtrpdstr,pdpoddoddutus,kanji
摘,0x6458,14,rdpdrtsdtrddtr,pdpsrrsotpsod,kanji
摧,0x6467,14,rdpdrdsddrdrrr,pdplrsdpsrsdd,kanji
摩,0x6469,15,drdrdstrdstsrrd,lodpdoppdodssp,kanji
摯,0x646f,15,rdrtsrrddttlrrd,psrrldppsdtssp,kanji
摶,0x6476,14,rdprdtrrdrtrdt,pdpdoddusrsrs,kanji
摸,0x6478,13,rdprdddtrrrst,pdpprsoddspd,kanji
摺,0x647a,14,rdptsstsssdtrr,pdprtprtssodd,kanji
撃,0x6483,15,rdtrrrddrstlrrd,doddsproddtssp,kanji
撈,0x6488,15,rdptsdttsstdrts,pdprldprqdlodp,kanji
撒,0x6492,15,rdprddrddrrdrdt,pdpurstoddpdrs,kanji
撓,0x6493,15,rdprdrrdrrdrrst,pdppsdpsppssrr,kanji
撕,0x6495,15,rdprddrrrstsdrd,pdpprsdstrpsdr,kanji
撚,0x649a,15,rdpsdttrdttsdtt,pdpoddrpdpsrrr,kanji
撞,0x649e,15,rdpdrtsrdtrrdrr,pdpstrstoddpss,kanji
撤,0x64a4,15,rdpdrttddrrdrdt,pdpsrtsoddpdrs,kanji
撥,0x64a5,15,rdpdtststrddrdt,pdpdrlrsdopodd,kanji
撩,0x64a9,15,rdprsttsdtrrdst,pdppdsrsoddrsr,kanji
撫,0x64ab,15,rdpsrrddddrddtt,pdpdsprrrsdrrr,kanji
播,0x64ad,15,rdpltsrdstdtdrr,pdpsrlpdosorsd,kanji
撮,0x64ae,15,rdpdtrrrdrrrddt,pdpoddsrddsptd,kanji
撰,0x64b0,15,rdptrttrtrddrst,pdpdurdusprsrr,kanji
撲,0x64b2,15,rdpddtsrtsrrrst,pdprlrsrrsdspd,kanji
撹,0x64b9,15,rdpttsdrdtrrrst,pdprrsotodddtr,kanji
撻,0x64bb,16,rdprdrdsrrrdttdr,pdppsrrsddpqddd,kanji
撼,0x64bc,16,rdpdrrdtrtstdtrt,pdpoddodutusprr,kanji
擁,0x64c1,16,rdpdrddssddrdrrr,pdpsttdpdpsrsdd,kanji
擂,0x64c2,16,rdprdrdttttdtdrr,pdpdopsdpdsorsd,kanji
擅,0x64c5,16,rdpdrdtdtrrdtrrr,pdpstotodsdodds,kanji
擇,0x64c7,16,rdpdrddrrdrtdrrd,pdporrsdpsrrsdp,kanji
操,0x64cd,16,rdpdtrdtrdtrrdst,pdpodsodpodsrdo,kanji
擒,0x64d2,16,rlpsrdostrddldrt,pdpodsrllrsorsp,kanji
擔,0x64d4,16,rdpstrdsttrrrdrr,pdpdsorrsstddod,kanji
擘,0x64d8,17,rrddtrdrtdrrdlrrd,dudodpsrrldptlsp,kanji
據,0x64da,16,rdpdrdrrtrsdssst,pdpdsotpsrsodps,kanji
擠,0x64e0,17,rdrdrtsdtssttdrrd,pdpsrrslrrsrsddp,kanji
擡,0x64e1,17,rdprdrdrrdrrrtrdr,pdppsdodsotrrsps,kanji
擢,0x64e2,17,rdptsstsssdsrdrrr,pdprtprtsdpsrsdd,kanji
擣,0x64e3,17,rdprdrrrdrrdtrrdt,pdppsstrssdodpps,kanji
擦,0x64e6,17,rdpddrssoodtrrdst,pdpsotdsspdssrsr,kanji
擧,0x64e7,17,rddsdrrdrrrstlrrd,udusddpddlrrdssp,kanji
擬,0x64ec,17,rdpstsrrdtttrdrst,pdpqddspdutsrdld,kanji
擯,0x64ef,17,rdpddrrdssdtrrrst,pdpsotrsrsodddtr,kanji
擱,0x64f1,17,rdpdtrrddrrsstdtr,pdpoddpoddsoodod,kanji
擲,0x64f2,18,rdpstrdtdtrrrsttdd,pdppsdoprsdspdutu,kanji
擴,0x64f4,18,rdpdrdrddrrdtdrrst,pdpsodprssdopsdtr,kanji
擶,0x64f6,18,rdpdrtdrstsrddrrdd,pdpdrpdrlrldoddpr,kanji
擺,0x64fa,18,rdpdrddrttddrrstst,pdporrsttsoddpltl,kanji
擽,0x64fd,18,rdpddtrrdddddtrdst,pdpsoddutdptdsrdo,kanji
擾,0x64fe,18,rdprddtrrdrdrotsst,pdprsoddsotrrrsds,kanji
攀,0x6500,19,ststrdstrdstrstlrrd,ltllpdorpdosrtdssp,kanji
攅,0x6505,18,rdprrdtrrdtdtrrrst,pdpdpdpdpdsodddtr,kanji
攘,0x6518,20,rdpdrdtrdtrrddrrstst,pdpstodpodlrrssrsrl,kanji
攜,0x651c,21,rdpdrdsdsrdrrrdtstdrr,pdplrsdpsrldddorrsod,kanji
攝,0x651d,21,rdprdrrrdrdrrrdrdrrrd,pdprddspsrddsprrddsp,kanji
攣,0x6523,23,trrrdtrddtdstddtdstlrrd,stddodqtdssrptdssrslsp,kanji
攤,0x6524,22,rdprddrdrrrrdtdddrdrrr,pdpprssodddududpsrsdd,kanji
攪,0x652a,23,rdpststsdrrdrrdrdtrrrst,pdpstlusddpddlorodddrr,kanji
攫,0x652b,23,rdpdtrrrdtrrrsdsrdrrrdt,pdpodddpodddlspsrldddt,kanji
攬,0x652c,25,rdrdrdrrdrsrrdrddrdtrrrsr,pdporsdrspddsorrslodddrr,kanji
支,0x652f,4,rddt,pst,kanji
攴,0x6534,4,drdt,dsd,kanji
攵,0x6535,4,srst,drl,kanji
收,0x6536,6,dtdrst,spdrs,kanji
攷,0x6537,6,rddrst,rrdrs,kanji
攸,0x6538,7,sdddrst,dppdrl,kanji
改,0x6539,7,trtsrst,dopdrs,kanji
攻,0x653b,7,rdrdrst,rdpdrs,kanji
放,0x653e,8,drdsdrst,stupdrs,kanji
政,0x653f,9,rdrdrdrst,rdldpdrs,kanji
故,0x6545,9,rddtrdrst,pdodpdrs,kanji
效,0x6548,10,drststdrst,srrdspdrs,kanji
敍,0x654d,11,strrdstdrdt,dsspdrudsd,kanji
敏,0x654f,10,srtddrdrst,ddorspdrs,kanji
救,0x6551,11,rdtpsttdrst,psdpdurdrl,kanji
敕,0x6555,11,rdtrdstdrst,dodudopdrs,kanji
敖,0x6556,11,rdrdrdsdrst,psrsropdrs,kanji
敗,0x6557,11,dtrrrstsrst,odddtrpdrs,kanji
敘,0x6558,11,strrdstdrst,dsdpdrudrs,kanji
教,0x6559,11,rdrstdrsrst,pspsdspdrs,kanji
敝,0x655d,12,dstdtddddrst,srsorsrpdrs,kanji
敞,0x655e,12,dstdtdtrdrst,srsotodpdrs,kanji
敢,0x6562,12,rdrdrrrddrst,rsrddsppdrs,kanji
散,0x6563,12,rddrdtrrdrst,prstoddpdrs,kanji
敦,0x6566,12,drdrrtdrdrst,stodstspdrs,kanji
敬,0x656c,12,rddsddtrdrst,prsddodpdrs,kanji
数,0x6570,13,tsrdsttsrdrst,rspdtdrlpdrs,kanji
敲,0x6572,14,drdtrdtdtrdrdt,stodsotodpdsd,kanji
整,0x6574,16,rdrrdstsrstrdrdr,dodudtpdrlsrdls,kanji
敵,0x6575,15,drdddtrddtrdrst,srrsotpsodpdrs,kanji
敷,0x6577,15,rdtrrdtdrdsdrst,doddurdsropdrs,kanji
數,0x6578,15,dtrrdrrdtsrdrst,ostsodudrlpdrs,kanji
斂,0x6582,17,strdtrdtrststdrst,dssodpodldpdpdrs,kanji
斃,0x6583,18,dstdtdstsrstrsstst,srsorsrpdrlsrdsrl,kanji
文,0x6587,4,drst,srl,kanji
斈,0x6588,7,drsttdr,lrldtl,kanji
斉,0x6589,8,drstdrrd,srldddp,kanji
斌,0x658c,12,drstrrdrdrdt,srspdrdldur,kanji
斎,0x658e,11,drsrdrrdstd,lrldrdrsrp,kanji
斐,0x6590,12,drrrdrrrdrst,sddptddssrl,kanji
斑,0x6591,12,rdrpdrstrdrr,rsdpsrsprsd,kanji
斗,0x6597,4,ttrd,dsp,kanji
料,0x6599,10,tsrdstttrd,rspdtpddp,kanji
斛,0x659b,11,stdddrrttrd,ddorsdpddp,kanji
斜,0x659c,11,strrdstttrd,dsdpsruddp,kanji
斟,0x659f,13,rddrrrdttttrd,prsdsrrlpddu,kanji
斡,0x65a1,14,rddtrrrdstttrd,psoddsppodddp,kanji
斤,0x65a4,4,sdrd,sdr,kanji
斥,0x65a5,5,sdrdt,sdrs,kanji
斧,0x65a7,8,stsrsdrd,rdltldr,kanji
斫,0x65ab,9,rddtrsdrd,rdodpsdr,kanji
斬,0x65ac,11,rdtrrrdsdrd,doddsursdr,kanji
断,0x65ad,11,tsrdsttsdrd,rspdtqrsdr,kanji
斯,0x65af,12,rddrrrstsdrd,prsdsrrpsdr,kanji
新,0x65b0,13,drddrrdstsdrd,strsdpdtpsdr,kanji
斷,0x65b7,18,ddtdddrddddddtsdrd,tdptdsrtdptdqrsdr,kanji
方,0x65b9,4,drds,sru,kanji
於,0x65bc,8,drdssttt,stupodd,kanji
施,0x65bd,9,drdssrrdt,stupdsps,kanji
斿,0x65bf,9,drlssoslr,stupddts,kanji
旁,0x65c1,10,drtssrdrds,srrlorsru,kanji
旃,0x65c3,10,drdddrdtdr,stupddors,kanji
旄,0x65c4,10,drdddrsrrt,stupdrsdp,kanji
旅,0x65c5,10,drdsdrsdst,stupdrdps,kanji
旆,0x65c6,10,doqssoodtd,stupdsdop,kanji
旋,0x65cb,11,drdssrtdrst,stupddtdld,kanji
旌,0x65cc,11,drdddrsrdrr,stupdddpds,kanji
族,0x65cf,11,drddsrsrrst,stupdddspd,kanji
旒,0x65d2,13,drddsrdrttddt,stupdtsrrsrr,kanji
旗,0x65d7,14,drdssrrddrrrst,stupdsprsdsrr,kanji
旙,0x65d9,16,drddltsrdstdtdrr,stupsrspdosorsd,kanji
旛,0x65db,18,drddsrstsrdstdtdrr,stupdrsrlpdosorsd,kanji
