kana,unicode,svgFile,pngFile,strokeCount
獸,0x7378,07378.svg,07378.png,19
獺,0x737a,0737a.svg,0737a.png,19
獻,0x737b,0737b.svg,0737b.png,20
玄,0x7384,07384.svg,07384.png,5
率,0x7387,07387.svg,07387.png,11
玉,0x7389,07389.svg,07389.png,5
王,0x738b,0738b.svg,0738b.png,4
玖,0x7396,07396.svg,07396.png,7
玩,0x73a9,073a9.svg,073a9.png,8
玲,0x73b2,073b2.svg,073b2.png,9
玳,0x73b3,073b3.svg,073b3.png,9
玻,0x73bb,073bb.svg,073bb.png,9
珀,0x73c0,073c0.svg,073c0.png,9
珂,0x73c2,073c2.svg,073c2.png,9
珈,0x73c8,073c8.svg,073c8.png,9
珊,0x73ca,073ca.svg,073ca.png,9
珍,0x73cd,073cd.svg,073cd.png,9
珎,0x73ce,073ce.svg,073ce.png,9
珞,0x73de,073de.svg,073de.png,10
珠,0x73e0,073e0.svg,073e0.png,10
珥,0x73e5,073e5.svg,073e5.png,10
珪,0x73ea,073ea.svg,073ea.png,10
班,0x73ed,073ed.svg,073ed.png,10
珮,0x73ee,073ee.svg,073ee.png,10
珱,0x73f1,073f1.svg,073f1.png,10
珸,0x73f8,073f8.svg,073f8.png,11
現,0x73fe,073fe.svg,073fe.png,11
球,0x7403,07403.svg,07403.png,11
琅,0x7405,07405.svg,07405.png,11
理,0x7406,07406.svg,07406.png,11
琉,0x7409,07409.svg,07409.png,11
琢,0x7422,07422.svg,07422.png,11
琥,0x7425,07425.svg,07425.png,12
琲,0x7432,07432.svg,07432.png,12
琳,0x7433,07433.svg,07433.png,12
琴,0x7434,07434.svg,07434.png,12
琵,0x7435,07435.svg,07435.png,12
琶,0x7436,07436.svg,07436.png,12
琺,0x743a,0743a.svg,0743a.png,12
琿,0x743f,0743f.svg,0743f.png,13
瑁,0x7441,07441.svg,07441.png,13
瑕,0x7455,07455.svg,07455.png,13
瑙,0x7459,07459.svg,07459.png,13
瑚,0x745a,0745a.svg,0745a.png,13
瑛,0x745b,0745b.svg,0745b.png,12
瑜,0x745c,0745c.svg,0745c.png,13
瑞,0x745e,0745e.svg,0745e.png,13
瑟,0x745f,0745f.svg,0745f.png,13
瑠,0x7460,07460.svg,07460.png,14
瑣,0x7463,07463.svg,07463.png,14
瑤,0x7464,07464.svg,07464.png,14
瑩,0x7469,07469.svg,07469.png,15
瑪,0x746a,0746a.svg,0746a.png,14
瑯,0x746f,0746f.svg,0746f.png,14
瑰,0x7470,07470.svg,07470.png,14
瑳,0x7473,07473.svg,07473.png,14
瑶,0x7476,07476.svg,07476.png,13
瑾,0x747e,0747e.svg,0747e.png,15
璃,0x7483,07483.svg,07483.png,15
璋,0x748b,0748b.svg,0748b.png,15
璞,0x749e,0749e.svg,0749e.png,16
璢,0x74a2,074a2.svg,074a2.png,16
璧,0x74a7,074a7.svg,074a7.png,18
環,0x74b0,074b0.svg,074b0.png,17
璽,0x74bd,074bd.svg,074bd.png,19
瓊,0x74ca,074ca.svg,074ca.png,18
瓏,0x74cf,074cf.svg,074cf.png,20
瓔,0x74d4,074d4.svg,074d4.png,21
瓜,0x74dc,074dc.svg,074dc.png,6
瓠,0x74e0,074e0.svg,074e0.png,12
瓢,0x74e2,074e2.svg,074e2.png,17
瓣,0x74e3,074e3.svg,074e3.png,20
瓦,0x74e6,074e6.svg,074e6.png,5
瓧,0x74e7,074e7.svg,074e7.png,7
瓩,0x74e9,074e9.svg,074e9.png,8
瓮,0x74ee,074ee.svg,074ee.png,9
瓰,0x74f0,074f0.svg,074f0.png,9
瓱,0x74f1,074f1.svg,074f1.png,9
瓲,0x74f2,074f2.svg,074f2.png,9
瓶,0x74f6,074f6.svg,074f6.png,11
瓷,0x74f7,074f7.svg,074f7.png,11
瓸,0x74f8,074f8.svg,074f8.png,11
甃,0x7503,07503.svg,07503.png,14
甄,0x7504,07504.svg,07504.png,14
甅,0x7505,07505.svg,07505.png,14
甌,0x750c,0750c.svg,0750c.png,16
甍,0x750d,0750d.svg,0750d.png,15
甎,0x750e,0750e.svg,0750e.png,16
甑,0x7511,07511.svg,07511.png,17
甓,0x7513,07513.svg,07513.png,18
甕,0x7515,07515.svg,07515.png,18
甘,0x7518,07518.svg,07518.png,5
甚,0x751a,0751a.svg,0751a.png,9
甜,0x751c,0751c.svg,0751c.png,11
甞,0x751e,0751e.svg,0751e.png,13
生,0x751f,0751f.svg,0751f.png,5
産,0x7523,07523.svg,07523.png,11
甥,0x7525,07525.svg,07525.png,12
甦,0x7526,07526.svg,07526.png,12
用,0x7528,07528.svg,07528.png,5
甫,0x752b,0752b.svg,0752b.png,7
甬,0x752c,0752c.svg,0752c.png,7
田,0x7530,07530.svg,07530.png,5
由,0x7531,07531.svg,07531.png,5
甲,0x7532,07532.svg,07532.png,5
申,0x7533,07533.svg,07533.png,5
男,0x7537,07537.svg,07537.png,7
甸,0x7538,07538.svg,07538.png,7
町,0x753a,0753a.svg,0753a.png,7
画,0x753b,0753b.svg,0753b.png,8
甼,0x753c,0753c.svg,0753c.png,7
畄,0x7544,07544.svg,07544.png,8
畆,0x7546,07546.svg,07546.png,9
畉,0x7549,07549.svg,07549.png,9
畊,0x754a,0754a.svg,0754a.png,9
畋,0x754b,0754b.svg,0754b.png,9
界,0x754c,0754c.svg,0754c.png,9
畍,0x754d,0754d.svg,0754d.png,9
畏,0x754f,0754f.svg,0754f.png,9
畐,0x7550,07550.svg,07550.png,9
畑,0x7551,07551.svg,07551.png,9
畔,0x7554,07554.svg,07554.png,10
留,0x7559,07559.svg,07559.png,10
畚,0x755a,0755a.svg,0755a.png,10
畛,0x755b,0755b.svg,0755b.png,10
畜,0x755c,0755c.svg,0755c.png,10
畝,0x755d,0755d.svg,0755d.png,10
畠,0x7560,07560.svg,07560.png,10
畢,0x7562,07562.svg,07562.png,11
畤,0x7564,07564.svg,07564.png,11
略,0x7565,07565.svg,07565.png,11
畦,0x7566,07566.svg,07566.png,11
畧,0x7567,07567.svg,07567.png,11
畩,0x7569,07569.svg,07569.png,11
番,0x756a,0756a.svg,0756a.png,12
畫,0x756b,0756b.svg,0756b.png,12
畭,0x756d,0756d.svg,0756d.png,12
異,0x7570,07570.svg,07570.png,11
畳,0x7573,07573.svg,07573.png,12
畴,0x7574,07574.svg,07574.png,12
當,0x7576,07576.svg,07576.png,13
畷,0x7577,07577.svg,07577.png,13
畸,0x7578,07578.svg,07578.png,13
畿,0x757f,0757f.svg,0757f.png,15
疂,0x7582,07582.svg,07582.png,16
疆,0x7586,07586.svg,07586.png,19
疇,0x7587,07587.svg,07587.png,19
疉,0x7589,07589.svg,07589.png,22
疊,0x758a,0758a.svg,0758a.png,22
疋,0x758b,0758b.svg,0758b.png,5
疎,0x758e,0758e.svg,0758e.png,12
疏,0x758f,0758f.svg,0758f.png,12
疑,0x7591,07591.svg,07591.png,14
疒,0x7592,07592.svg,07592.png,5
疔,0x7594,07594.svg,07594.png,7
疚,0x759a,0759a.svg,0759a.png,8
疝,0x759d,0759d.svg,0759d.png,8
疣,0x75a3,075a3.svg,075a3.png,9
疥,0x75a5,075a5.svg,075a5.png,9
疫,0x75ab,075ab.svg,075ab.png,9
疱,0x75b1,075b1.svg,075b1.png,10
疲,0x75b2,075b2.svg,075b2.png,10
疳,0x75b3,075b3.svg,075b3.png,10
疵,0x75b5,075b5.svg,075b5.png,11
疸,0x75b8,075b8.svg,075b8.png,10
疹,0x75b9,075b9.svg,075b9.png,10
疼,0x75bc,075bc.svg,075bc.png,10
疽,0x75bd,075bd.svg,075bd.png,10
疾,0x75be,075be.svg,075be.png,10
痂,0x75c2,075c2.svg,075c2.png,10
痃,0x75c3,075c3.svg,075c3.png,10
病,0x75c5,075c5.svg,075c5.png,10
症,0x75c7,075c7.svg,075c7.png,10
痊,0x75ca,075ca.svg,075ca.png,11
痍,0x75cd,075cd.svg,075cd.png,11
痒,0x75d2,075d2.svg,075d2.png,11
痔,0x75d4,075d4.svg,075d4.png,11
痕,0x75d5,075d5.svg,075d5.png,11
痘,0x75d8,075d8.svg,075d8.png,12
痙,0x75d9,075d9.svg,075d9.png,12
痛,0x75db,075db.svg,075db.png,12
痞,0x75de,075de.svg,075de.png,12
痢,0x75e2,075e2.svg,075e2.png,12
痣,0x75e3,075e3.svg,075e3.png,12
痩,0x75e9,075e9.svg,075e9.png,12
痰,0x75f0,075f0.svg,075f0.png,13
痲,0x75f2,075f2.svg,075f2.png,13
痳,0x75f3,075f3.svg,075f3.png,13
痴,0x75f4,075f4.svg,075f4.png,13
痺,0x75fa,075fa.svg,075fa.png,13
痼,0x75fc,075fc.svg,075fc.png,13
痾,0x75fe,075fe.svg,075fe.png,13
痿,0x75ff,075ff.svg,075ff.png,13
瘁,0x7601,07601.svg,07601.png,13
瘉,0x7609,07609.svg,07609.png,14
瘋,0x760b,0760b.svg,0760b.png,14
瘍,0x760d,0760d.svg,0760d.png,14
瘟,0x761f,0761f.svg,0761f.png,15
瘠,0x7620,07620.svg,07620.png,15
瘡,0x7621,07621.svg,07621.png,15
瘢,0x7622,07622.svg,07622.png,15
瘤,0x7624,07624.svg,07624.png,15
瘧,0x7627,07627.svg,07627.png,14
瘰,0x7630,07630.svg,07630.png,16
瘴,0x7634,07634.svg,07634.png,16
瘻,0x763b,0763b.svg,0763b.png,16
療,0x7642,07642.svg,07642.png,17
癆,0x7646,07646.svg,07646.png,17
癇,0x7647,07647.svg,07647.png,17
癈,0x7648,07648.svg,07648.png,17
癌,0x764c,0764c.svg,0764c.png,17
癒,0x7652,07652.svg,07652.png,18
癖,0x7656,07656.svg,07656.png,18
癘,0x7658,07658.svg,07658.png,17
癜,0x765c,0765c.svg,0765c.png,18
癡,0x7661,07661.svg,07661.png,19
癢,0x7662,07662.svg,07662.png,20
癧,0x7667,07667.svg,07667.png,21
癨,0x7668,07668.svg,07668.png,21
癩,0x7669,07669.svg,07669.png,21
癪,0x766a,0766a.svg,0766a.png,21
癬,0x766c,0766c.svg,0766c.png,22
癰,0x7670,07670.svg,07670.png,23
癲,0x7672,07672.svg,07672.png,24
癶,0x7676,07676.svg,07676.png,5
癸,0x7678,07678.svg,07678.png,9
発,0x767a,0767a.svg,0767a.png,9
登,0x767b,0767b.svg,0767b.png,12
發,0x767c,0767c.svg,0767c.png,12
白,0x767d,0767d.svg,0767d.png,5
百,0x767e,0767e.svg,0767e.png,6
皀,0x7680,07680.svg,07680.png,7
皃,0x7683,07683.svg,07683.png,7
的,0x7684,07684.svg,07684.png,8
皆,0x7686,07686.svg,07686.png,9
皇,0x7687,07687.svg,07687.png,9
皈,0x7688,07688.svg,07688.png,9
皋,0x768b,0768b.svg,0768b.png,10
皎,0x768e,0768e.svg,0768e.png,11
皐,0x7690,07690.svg,07690.png,11
皓,0x7693,07693.svg,07693.png,12
皖,0x7696,07696.svg,07696.png,12
皙,0x7699,07699.svg,07699.png,13
皚,0x769a,0769a.svg,0769a.png,15
皮,0x76ae,076ae.svg,076ae.png,5
皰,0x76b0,076b0.svg,076b0.png,10
皴,0x76b4,076b4.svg,076b4.png,12
皷,0x76b7,076b7.svg,076b7.png,14
皸,0x76b8,076b8.svg,076b8.png,14
皹,0x76b9,076b9.svg,076b9.png,14
皺,0x76ba,076ba.svg,076ba.png,15
皿,0x76bf,076bf.svg,076bf.png,5
盂,0x76c2,076c2.svg,076c2.png,8
盃,0x76c3,076c3.svg,076c3.png,9
盆,0x76c6,076c6.svg,076c6.png,9
盈,0x76c8,076c8.svg,076c8.png,9
益,0x76ca,076ca.svg,076ca.png,10
盍,0x76cd,076cd.svg,076cd.png,10
盒,0x76d2,076d2.svg,076d2.png,11
盖,0x76d6,076d6.svg,076d6.png,11
盗,0x76d7,076d7.svg,076d7.png,11
盛,0x76db,076db.svg,076db.png,11
盜,0x76dc,076dc.svg,076dc.png,12
盞,0x76de,076de.svg,076de.png,13
盟,0x76df,076df.svg,076df.png,13
盡,0x76e1,076e1.svg,076e1.png,14
監,0x76e3,076e3.svg,076e3.png,15
盤,0x76e4,076e4.svg,076e4.png,15
盥,0x76e5,076e5.svg,076e5.png,16
盧,0x76e7,076e7.svg,076e7.png,16
盪,0x76ea,076ea.svg,076ea.png,17
目,0x76ee,076ee.svg,076ee.png,5
盲,0x76f2,076f2.svg,076f2.png,8
直,0x76f4,076f4.svg,076f4.png,8
相,0x76f8,076f8.svg,076f8.png,9
盻,0x76fb,076fb.svg,076fb.png,9
盾,0x76fe,076fe.svg,076fe.png,9
省,0x7701,07701.svg,07701.png,9
眄,0x7704,07704.svg,07704.png,9
眇,0x7707,07707.svg,07707.png,9
眈,0x7708,07708.svg,07708.png,9
眉,0x7709,07709.svg,07709.png,9
看,0x770b,0770b.svg,0770b.png,9
県,0x770c,0770c.svg,0770c.png,9
眛,0x771b,0771b.svg,0771b.png,10
眞,0x771e,0771e.svg,0771e.png,10
真,0x771f,0771f.svg,0771f.png,10
眠,0x7720,07720.svg,07720.png,10
眤,0x7724,07724.svg,07724.png,10
眥,0x7725,07725.svg,07725.png,11
眦,0x7726,07726.svg,07726.png,11
眩,0x7729,07729.svg,07729.png,10
眷,0x7737,07737.svg,07737.png,11
眸,0x7738,07738.svg,07738.png,11
眺,0x773a,0773a.svg,0773a.png,11
眼,0x773c,0773c.svg,0773c.png,11
着,0x7740,07740.svg,07740.png,12
睇,0x7747,07747.svg,07747.png,12
睚,0x775a,0775a.svg,0775a.png,13
睛,0x775b,0775b.svg,0775b.png,13
睡,0x7761,07761.svg,07761.png,13
督,0x7763,07763.svg,07763.png,13
睥,0x7765,07765.svg,07765.png,13
睦,0x7766,07766.svg,07766.png,13
睨,0x7768,07768.svg,07768.png,13
睫,0x776b,0776b.svg,0776b.png,13
睹,0x7779,07779.svg,07779.png,14
睾,0x777e,0777e.svg,0777e.png,14
睿,0x777f,0777f.svg,0777f.png,14
瞋,0x778b,0778b.svg,0778b.png,15
瞎,0x778e,0778e.svg,0778e.png,15
瞑,0x7791,07791.svg,07791.png,15
瞞,0x779e,0779e.svg,0779e.png,16
瞠,0x77a0,077a0.svg,077a0.png,16
瞥,0x77a5,077a5.svg,077a5.png,17
瞬,0x77ac,077ac.svg,077ac.png,18
瞭,0x77ad,077ad.svg,077ad.png,17
瞰,0x77b0,077b0.svg,077b0.png,17
瞳,0x77b3,077b3.svg,077b3.png,17
瞶,0x77b6,077b6.svg,077b6.png,17
瞹,0x77b9,077b9.svg,077b9.png,18
瞻,0x77bb,077bb.svg,077bb.png,18
瞼,0x77bc,077bc.svg,077bc.png,18
瞽,0x77bd,077bd.svg,077bd.png,18
瞿,0x77bf,077bf.svg,077bf.png,18
矇,0x77c7,077c7.svg,077c7.png,18
矍,0x77cd,077cd.svg,077cd.png,20
矗,0x77d7,077d7.svg,077d7.png,24
矚,0x77da,077da.svg,077da.png,26
矛,0x77db,077db.svg,077db.png,5
矜,0x77dc,077dc.svg,077dc.png,9
矢,0x77e2,077e2.svg,077e2.png,5
矣,0x77e3,077e3.svg,077e3.png,7
知,0x77e5,077e5.svg,077e5.png,8
矧,0x77e7,077e7.svg,077e7.png,9
矩,0x77e9,077e9.svg,077e9.png,10
短,0x77ed,077ed.svg,077ed.png,12
矮,0x77ee,077ee.svg,077ee.png,13
矯,0x77ef,077ef.svg,077ef.png,17
石,0x77f3,077f3.svg,077f3.png,5
矼,0x77fc,077fc.svg,077fc.png,8
砂,0x7802,07802.svg,07802.png,9
砌,0x780c,0780c.svg,0780c.png,9
砒,0x7812,07812.svg,07812.png,9
研,0x7814,07814.svg,07814.png,9
砕,0x7815,07815.svg,07815.png,9
砠,0x7820,07820.svg,07820.png,10
砥,0x7825,07825.svg,07825.png,10
砦,0x7826,07826.svg,07826.png,11
砧,0x7827,07827.svg,07827.png,10
砲,0x7832,07832.svg,07832.png,10
破,0x7834,07834.svg,07834.png,10
砺,0x783a,0783a.svg,0783a.png,10
砿,0x783f,0783f.svg,0783f.png,10
硅,0x7845,07845.svg,07845.png,11
硝,0x785d,0785d.svg,0785d.png,12
硫,0x786b,0786b.svg,0786b.png,12
硬,0x786c,0786c.svg,0786c.png,12
硯,0x786f,0786f.svg,0786f.png,12
硲,0x7872,07872.svg,07872.png,12
硴,0x7874,07874.svg,07874.png,12
硼,0x787c,0787c.svg,0787c.png,13
碁,0x7881,07881.svg,07881.png,13
碆,0x7886,07886.svg,07886.png,13
碇,0x7887,07887.svg,07887.png,13
碌,0x788c,0788c.svg,0788c.png,13
碍,0x788d,0788d.svg,0788d.png,13
碎,0x788e,0788e.svg,0788e.png,13
碑,0x7891,07891.svg,07891.png,14
碓,0x7893,07893.svg,07893.png,13
碕,0x7895,07895.svg,07895.png,13
碗,0x7897,07897.svg,07897.png,13
碚,0x789a,0789a.svg,0789a.png,13
碣,0x78a3,078a3.svg,078a3.png,14
碧,0x78a7,078a7.svg,078a7.png,14
碩,0x78a9,078a9.svg,078a9.png,14
碪,0x78aa,078aa.svg,078aa.png,14
碯,0x78af,078af.svg,078af.png,14
碵,0x78b5,078b5.svg,078b5.png,14
確,0x78ba,078ba.svg,078ba.png,15
碼,0x78bc,078bc.svg,078bc.png,15
碾,0x78be,078be.svg,078be.png,15
磁,0x78c1,078c1.svg,078c1.png,14
磅,0x78c5,078c5.svg,078c5.png,15
磆,0x78c6,078c6.svg,078c6.png,15
磊,0x78ca,078ca.svg,078ca.png,15
磋,0x78cb,078cb.svg,078cb.png,15
磐,0x78d0,078d0.svg,078d0.png,15
磑,0x78d1,078d1.svg,078d1.png,15
磔,0x78d4,078d4.svg,078d4.png,16
磚,0x78da,078da.svg,078da.png,16
磧,0x78e7,078e7.svg,078e7.png,16
磨,0x78e8,078e8.svg,078e8.png,16
磬,0x78ec,078ec.svg,078ec.png,16
磯,0x78ef,078ef.svg,078ef.png,17
磴,0x78f4,078f4.svg,078f4.png,17
磽,0x78fd,078fd.svg,078fd.png,17
礁,0x7901,07901.svg,07901.png,17
礇,0x7907,07907.svg,07907.png,18
礎,0x790e,0790e.svg,0790e.png,18
礑,0x7911,07911.svg,07911.png,18
礒,0x7912,07912.svg,07912.png,18
礙,0x7919,07919.svg,07919.png,19
礦,0x7926,07926.svg,07926.png,20
礪,0x792a,0792a.svg,0792a.png,19
礫,0x792b,0792b.svg,0792b.png,20
礬,0x792c,0792c.svg,0792c.png,20
示,0x793a,0793a.svg,0793a.png,5
礻,0x793b,0793b.svg,0793b.png,4
礼,0x793c,0793c.svg,0793c.png,5
社,0x793e,0793e.svg,0793e.png,7
祀,0x7940,07940.svg,07940.png,8
祁,0x7941,07941.svg,07941.png,8
祇,0x7947,07947.svg,07947.png,9
祈,0x7948,07948.svg,07948.png,8
祉,0x7949,07949.svg,07949.png,8
祐,0x7950,07950.svg,07950.png,9
祓,0x7953,07953.svg,07953.png,10
祕,0x7955,07955.svg,07955.png,10
祖,0x7956,07956.svg,07956.png,9
祗,0x7957,07957.svg,07957.png,10
祚,0x795a,0795a.svg,0795a.png,10
祝,0x795d,0795d.svg,0795d.png,9
神,0x795e,0795e.svg,0795e.png,9
祟,0x795f,0795f.svg,0795f.png,10
祠,0x7960,07960.svg,07960.png,10
祢,0x7962,07962.svg,07962.png,9
祥,0x7965,07965.svg,07965.png,10
票,0x7968,07968.svg,07968.png,11
祭,0x796d,0796d.svg,0796d.png,11
祷,0x7977,07977.svg,07977.png,11
祺,0x797a,0797a.svg,0797a.png,13
祿,0x797f,0797f.svg,0797f.png,13
禀,0x7980,07980.svg,07980.png,13
禁,0x7981,07981.svg,07981.png,13
禄,0x7984,07984.svg,07984.png,12
禅,0x7985,07985.svg,07985.png,13
禊,0x798a,0798a.svg,0798a.png,14
禍,0x798d,0798d.svg,0798d.png,13
禎,0x798e,0798e.svg,0798e.png,13
福,0x798f,0798f.svg,0798f.png,13
禝,0x799d,0799d.svg,0799d.png,15
禦,0x79a6,079a6.svg,079a6.png,17
禧,0x79a7,079a7.svg,079a7.png,17
禪,0x79aa,079aa.svg,079aa.png,17
禮,0x79ae,079ae.svg,079ae.png,18
禰,0x79b0,079b0.svg,079b0.png,19
禱,0x79b1,079b1.svg,079b1.png,19
禳,0x79b3,079b3.svg,079b3.png,22
禸,0x79b8,079b8.svg,079b8.png,5
禹,0x79b9,079b9.svg,079b9.png,9
禺,0x79ba,079ba.svg,079ba.png,9
离,0x79bb,079bb.svg,079bb.png,10
禽,0x79bd,079bd.svg,079bd.png,13
禾,0x79be,079be.svg,079be.png,5
禿,0x79bf,079bf.svg,079bf.png,7
秀,0x79c0,079c0.svg,079c0.png,7
私,0x79c1,079c1.svg,079c1.png,7
秉,0x79c9,079c9.svg,079c9.png,8
秋,0x79cb,079cb.svg,079cb.png,9
科,0x79d1,079d1.svg,079d1.png,9
秒,0x79d2,079d2.svg,079d2.png,9
秕,0x79d5,079d5.svg,079d5.png,9
秘,0x79d8,079d8.svg,079d8.png,10
租,0x79df,079df.svg,079df.png,10
秡,0x79e1,079e1.svg,079e1.png,10
秣,0x79e3,079e3.svg,079e3.png,10
秤,0x79e4,079e4.svg,079e4.png,10
秦,0x79e6,079e6.svg,079e6.png,10
秧,0x79e7,079e7.svg,079e7.png,10
秩,0x79e9,079e9.svg,079e9.png,10
秬,0x79ec,079ec.svg,079ec.png,10
称,0x79f0,079f0.svg,079f0.png,10
移,0x79fb,079fb.svg,079fb.png,11
稀,0x7a00,07a00.svg,07a00.png,12
稈,0x7a08,07a08.svg,07a08.png,12
程,0x7a0b,07a0b.svg,07a0b.png,12
稍,0x7a0d,07a0d.svg,07a0d.png,12
税,0x7a0e,07a0e.svg,07a0e.png,12
稔,0x7a14,07a14.svg,07a14.png,13
稗,0x7a17,07a17.svg,07a17.png,13
稘,0x7a18,07a18.svg,07a18.png,13
稙,0x7a19,07a19.svg,07a19.png,13
稚,0x7a1a,07a1a.svg,07a1a.png,13
稜,0x7a1c,07a1c.svg,07a1c.png,13
稟,0x7a1f,07a1f.svg,07a1f.png,13
稠,0x7a20,07a20.svg,07a20.png,13
種,0x7a2e,07a2e.svg,07a2e.png,14
稱,0x7a31,07a31.svg,07a31.png,14
稲,0x7a32,07a32.svg,07a32.png,14
稷,0x7a37,07a37.svg,07a37.png,15
稻,0x7a3b,07a3b.svg,07a3b.png,15
稼,0x7a3c,07a3c.svg,07a3c.png,15
稽,0x7a3d,07a3d.svg,07a3d.png,15
稾,0x7a3e,07a3e.svg,07a3e.png,15
稿,0x7a3f,07a3f.svg,07a3f.png,15
穀,0x7a40,07a40.svg,07a40.png,14
穂,0x7a42,07a42.svg,07a42.png,15
穃,0x7a43,07a43.svg,07a43.png,15
穆,0x7a46,07a46.svg,07a46.png,16
穉,0x7a49,07a49.svg,07a49.png,17
積,0x7a4d,07a4d.svg,07a4d.png,16
穎,0x7a4e,07a4e.svg,07a4e.png,16
穏,0x7a4f,07a4f.svg,07a4f.png,16
穐,0x7a50,07a50.svg,07a50.png,16
穗,0x7a57,07a57.svg,07a57.png,17
穡,0x7a61,07a61.svg,07a61.png,18
穢,0x7a62,07a62.svg,07a62.png,18
穣,0x7a63,07a63.svg,07a63.png,18
穩,0x7a69,07a69.svg,07a69.png,19
穫,0x7a6b,07a6b.svg,07a6b.png,18
穰,0x7a70,07a70.svg,07a70.png,22
穴,0x7a74,07a74.svg,07a74.png,5
究,0x7a76,07a76.svg,07a76.png,7
穹,0x7a79,07a79.svg,07a79.png,8
空,0x7a7a,07a7a.svg,07a7a.png,8
穽,0x7a7d,07a7d.svg,07a7d.png,9
穿,0x7a7f,07a7f.svg,07a7f.png,9
突,0x7a81,07a81.svg,07a81.png,8
窃,0x7a83,07a83.svg,07a83.png,9
窄,0x7a84,07a84.svg,07a84.png,10
窈,0x7a88,07a88.svg,07a88.png,10
窒,0x7a92,07a92.svg,07a92.png,11
窓,0x7a93,07a93.svg,07a93.png,11
窕,0x7a95,07a95.svg,07a95.png,11
窖,0x7a96,07a96.svg,07a96.png,12
窗,0x7a97,07a97.svg,07a97.png,12
窘,0x7a98,07a98.svg,07a98.png,12
窟,0x7a9f,07a9f.svg,07a9f.png,13
窩,0x7aa9,07aa9.svg,07aa9.png,14
窪,0x7aaa,07aaa.svg,07aaa.png,14
窮,0x7aae,07aae.svg,07aae.png,15
窯,0x7aaf,07aaf.svg,07aaf.png,15
窰,0x7ab0,07ab0.svg,07ab0.png,15
窶,0x7ab6,07ab6.svg,07ab6.png,16
窺,0x7aba,07aba.svg,07aba.png,16
窿,0x7abf,07abf.svg,07abf.png,17
竃,0x7ac3,07ac3.svg,07ac3.png,17
竄,0x7ac4,07ac4.svg,07ac4.png,18
竅,0x7ac5,07ac5.svg,07ac5.png,18
竇,0x7ac7,07ac7.svg,07ac7.png,20
竈,0x7ac8,07ac8.svg,07ac8.png,21
竊,0x7aca,07aca.svg,07aca.png,22
立,0x7acb,07acb.svg,07acb.png,5
竍,0x7acd,07acd.svg,07acd.png,7
竏,0x7acf,07acf.svg,07acf.png,8
竒,0x7ad2,07ad2.svg,07ad2.png,9
竓,0x7ad3,07ad3.svg,07ad3.png,9
竕,0x7ad5,07ad5.svg,07ad5.png,9
站,0x7ad9,07ad9.svg,07ad9.png,10
竚,0x7ada,07ada.svg,07ada.png,10
竜,0x7adc,07adc.svg,07adc.png,10
竝,0x7add,07add.svg,07add.png,10
竟,0x7adf,07adf.svg,07adf.png,11
章,0x7ae0,07ae0.svg,07ae0.png,11
竡,0x7ae1,07ae1.svg,07ae1.png,11
竢,0x7ae2,07ae2.svg,07ae2.png,12
竣,0x7ae3,07ae3.svg,07ae3.png,12
童,0x7ae5,07ae5.svg,07ae5.png,12
竦,0x7ae6,07ae6.svg,07ae6.png,12
竪,0x7aea,07aea.svg,07aea.png,14
竭,0x7aed,07aed.svg,07aed.png,14
端,0x7aef,07aef.svg,07aef.png,14
竰,0x7af0,07af0.svg,07af0.png,14
競,0x7af6,07af6.svg,07af6.png,20
竸,0x7af8,07af8.svg,07af8.png,22
竹,0x7af9,07af9.svg,07af9.png,6
竺,0x7afa,07afa.svg,07afa.png,8
竿,0x7aff,07aff.svg,07aff.png,9
笂,0x7b02,07b02.svg,07b02.png,9
笄,0x7b04,07b04.svg,07b04.png,10
笆,0x7b06,07b06.svg,07b06.png,10
笈,0x7b08,07b08.svg,07b08.png,10
笊,0x7b0a,07b0a.svg,07b0a.png,10
笋,0x7b0b,07b0b.svg,07b0b.png,10
笏,0x7b0f,07b0f.svg,07b0f.png,10
笑,0x7b11,07b11.svg,07b11.png,10
笘,0x7b18,07b18.svg,07b18.png,11
笙,0x7b19,07b19.svg,07b19.png,11
笛,0x7b1b,07b1b.svg,07b1b.png,11
笞,0x7b1e,07b1e.svg,07b1e.png,11
笠,0x7b20,07b20.svg,07b20.png,11
笥,0x7b25,07b25.svg,07b25.png,11
符,0x7b26,07b26.svg,07b26.png,11
笨,0x7b28,07b28.svg,07b28.png,11
第,0x7b2c,07b2c.svg,07b2c.png,11
笳,0x7b33,07b33.svg,07b33.png,11
笵,0x7b35,07b35.svg,07b35.png,11
笶,0x7b36,07b36.svg,07b36.png,11
笹,0x7b39,07b39.svg,07b39.png,11
筅,0x7b45,07b45.svg,07b45.png,12
筆,0x7b46,07b46.svg,07b46.png,12
筈,0x7b48,07b48.svg,07b48.png,12
等,0x7b49,07b49.svg,07b49.png,12
筋,0x7b4b,07b4b.svg,07b4b.png,12
筌,0x7b4c,07b4c.svg,07b4c.png,12
筍,0x7b4d,07b4d.svg,07b4d.png,12
筏,0x7b4f,07b4f.svg,07b4f.png,12
筐,0x7b50,07b50.svg,07b50.png,12
筑,0x7b51,07b51.svg,07b51.png,12
筒,0x7b52,07b52.svg,07b52.png,12
答,0x7b54,07b54.svg,07b54.png,12
策,0x7b56,07b56.svg,07b56.png,12
筝,0x7b5d,07b5d.svg,07b5d.png,12
