kana,unicode,svgFile,pngFile,strokeCount
恟,0x605f,0605f.svg,0605f.png,9
恠,0x6060,06060.svg,06060.png,9
恢,0x6062,06062.svg,06062.png,9
恣,0x6063,06063.svg,06063.png,10
恤,0x6064,06064.svg,06064.png,9
恥,0x6065,06065.svg,06065.png,10
恨,0x6068,06068.svg,06068.png,9
恩,0x6069,06069.svg,06069.png,10
恪,0x606a,0606a.svg,0606a.png,9
恫,0x606b,0606b.svg,0606b.png,9
恬,0x606c,0606c.svg,0606c.png,9
恭,0x606d,0606d.svg,0606d.png,10
息,0x606f,0606f.svg,0606f.png,10
恰,0x6070,06070.svg,06070.png,9
恵,0x6075,06075.svg,06075.png,10
恷,0x6077,06077.svg,06077.png,10
悁,0x6081,06081.svg,06081.png,10
悃,0x6083,06083.svg,06083.png,10
悄,0x6084,06084.svg,06084.png,10
悉,0x6089,06089.svg,06089.png,11
悋,0x608b,0608b.svg,0608b.png,10
悌,0x608c,0608c.svg,0608c.png,10
悍,0x608d,0608d.svg,0608d.png,10
悒,0x6092,06092.svg,06092.png,10
悔,0x6094,06094.svg,06094.png,9
悖,0x6096,06096.svg,06096.png,10
悗,0x6097,06097.svg,06097.png,10
悚,0x609a,0609a.svg,0609a.png,10
悛,0x609b,0609b.svg,0609b.png,10
悟,0x609f,0609f.svg,0609f.png,10
悠,0x60a0,060a0.svg,060a0.png,11
患,0x60a3,060a3.svg,060a3.png,11
悦,0x60a6,060a6.svg,060a6.png,10
悧,0x60a7,060a7.svg,060a7.png,10
悩,0x60a9,060a9.svg,060a9.png,10
悪,0x60aa,060aa.svg,060aa.png,11
悲,0x60b2,060b2.svg,060b2.png,12
悳,0x60b3,060b3.svg,060b3.png,12
悴,0x60b4,060b4.svg,060b4.png,11
悵,0x60b5,060b5.svg,060b5.png,11
悶,0x60b6,060b6.svg,060b6.png,12
悸,0x60b8,060b8.svg,060b8.png,11
悼,0x60bc,060bc.svg,060bc.png,11
悽,0x60bd,060bd.svg,060bd.png,11
情,0x60c5,060c5.svg,060c5.png,11
惆,0x60c6,060c6.svg,060c6.png,11
惇,0x60c7,060c7.svg,060c7.png,11
惑,0x60d1,060d1.svg,060d1.png,12
惓,0x60d3,060d3.svg,060d3.png,11
惘,0x60d8,060d8.svg,060d8.png,11
惚,0x60da,060da.svg,060da.png,11
惜,0x60dc,060dc.svg,060dc.png,11
惟,0x60df,060df.svg,060df.png,11
惠,0x60e0,060e0.svg,060e0.png,12
惡,0x60e1,060e1.svg,060e1.png,12
惣,0x60e3,060e3.svg,060e3.png,12
惧,0x60e7,060e7.svg,060e7.png,11
惨,0x60e8,060e8.svg,060e8.png,11
惰,0x60f0,060f0.svg,060f0.png,12
惱,0x60f1,060f1.svg,060f1.png,12
想,0x60f3,060f3.svg,060f3.png,13
惴,0x60f4,060f4.svg,060f4.png,12
惶,0x60f6,060f6.svg,060f6.png,12
惷,0x60f7,060f7.svg,060f7.png,13
惹,0x60f9,060f9.svg,060f9.png,12
惺,0x60fa,060fa.svg,060fa.png,12
惻,0x60fb,060fb.svg,060fb.png,12
愀,0x6100,06100.svg,06100.png,12
愁,0x6101,06101.svg,06101.png,13
愃,0x6103,06103.svg,06103.png,12
愆,0x6106,06106.svg,06106.png,13
愈,0x6108,06108.svg,06108.png,13
愉,0x6109,06109.svg,06109.png,12
愍,0x610d,0610d.svg,0610d.png,13
愎,0x610e,0610e.svg,0610e.png,12
意,0x610f,0610f.svg,0610f.png,13
愕,0x6115,06115.svg,06115.png,12
愚,0x611a,0611a.svg,0611a.png,13
愛,0x611b,0611b.svg,0611b.png,13
感,0x611f,0611f.svg,0611f.png,13
愡,0x6121,06121.svg,06121.png,12
愧,0x6127,06127.svg,06127.png,13
愨,0x6128,06128.svg,06128.png,14
愬,0x612c,0612c.svg,0612c.png,14
愴,0x6134,06134.svg,06134.png,13
愼,0x613c,0613c.svg,0613c.png,13
愽,0x613d,0613d.svg,0613d.png,13
愾,0x613e,0613e.svg,0613e.png,13
愿,0x613f,0613f.svg,0613f.png,14
慂,0x6142,06142.svg,06142.png,14
慄,0x6144,06144.svg,06144.png,13
慇,0x6147,06147.svg,06147.png,14
慈,0x6148,06148.svg,06148.png,13
慊,0x614a,0614a.svg,0614a.png,13
態,0x614b,0614b.svg,0614b.png,14
慌,0x614c,0614c.svg,0614c.png,12
慍,0x614d,0614d.svg,0614d.png,13
慎,0x614e,0614e.svg,0614e.png,13
慓,0x6153,06153.svg,06153.png,14
慕,0x6155,06155.svg,06155.png,14
慘,0x6158,06158.svg,06158.png,14
慙,0x6159,06159.svg,06159.png,15
慚,0x615a,0615a.svg,0615a.png,14
慝,0x615d,0615d.svg,0615d.png,14
慟,0x615f,0615f.svg,0615f.png,14
慢,0x6162,06162.svg,06162.png,14
慣,0x6163,06163.svg,06163.png,14
慥,0x6165,06165.svg,06165.png,14
慧,0x6167,06167.svg,06167.png,15
慨,0x6168,06168.svg,06168.png,13
慫,0x616b,0616b.svg,0616b.png,15
慮,0x616e,0616e.svg,0616e.png,15
慯,0x616f,0616f.svg,0616f.png,14
慰,0x6170,06170.svg,06170.png,15
慱,0x6171,06171.svg,06171.png,14
慳,0x6173,06173.svg,06173.png,15
慴,0x6174,06174.svg,06174.png,14
慵,0x6175,06175.svg,06175.png,14
慶,0x6176,06176.svg,06176.png,15
慷,0x6177,06177.svg,06177.png,14
慾,0x617e,0617e.svg,0617e.png,15
憂,0x6182,06182.svg,06182.png,15
憇,0x6187,06187.svg,06187.png,15
憊,0x618a,0618a.svg,0618a.png,16
憎,0x618e,0618e.svg,0618e.png,14
憐,0x6190,06190.svg,06190.png,16
憑,0x6191,06191.svg,06191.png,16
憔,0x6194,06194.svg,06194.png,15
憖,0x6196,06196.svg,06196.png,16
憙,0x6199,06199.svg,06199.png,16
憚,0x619a,0619a.svg,0619a.png,15
憤,0x61a4,061a4.svg,061a4.png,15
憧,0x61a7,061a7.svg,061a7.png,15
憩,0x61a9,061a9.svg,061a9.png,16
憫,0x61ab,061ab.svg,061ab.png,15
憬,0x61ac,061ac.svg,061ac.png,15
憮,0x61ae,061ae.svg,061ae.png,15
憲,0x61b2,061b2.svg,061b2.png,16
憶,0x61b6,061b6.svg,061b6.png,16
憺,0x61ba,061ba.svg,061ba.png,16
憾,0x61be,061be.svg,061be.png,16
懃,0x61c3,061c3.svg,061c3.png,17
懆,0x61c6,061c6.svg,061c6.png,16
懇,0x61c7,061c7.svg,061c7.png,17
懈,0x61c8,061c8.svg,061c8.png,16
應,0x61c9,061c9.svg,061c9.png,17
懊,0x61ca,061ca.svg,061ca.png,16
懋,0x61cb,061cb.svg,061cb.png,17
懌,0x61cc,061cc.svg,061cc.png,16
懍,0x61cd,061cd.svg,061cd.png,16
懐,0x61d0,061d0.svg,061d0.png,16
懣,0x61e3,061e3.svg,061e3.png,18
懦,0x61e6,061e6.svg,061e6.png,17
懲,0x61f2,061f2.svg,061f2.png,18
懴,0x61f4,061f4.svg,061f4.png,18
懶,0x61f6,061f6.svg,061f6.png,19
懷,0x61f7,061f7.svg,061f7.png,19
懸,0x61f8,061f8.svg,061f8.png,20
懺,0x61fa,061fa.svg,061fa.png,20
懼,0x61fc,061fc.svg,061fc.png,21
懽,0x61fd,061fd.svg,061fd.png,20
懾,0x61fe,061fe.svg,061fe.png,21
懿,0x61ff,061ff.svg,061ff.png,22
戀,0x6200,06200.svg,06200.png,23
戈,0x6208,06208.svg,06208.png,4
戉,0x6209,06209.svg,06209.png,5
戊,0x620a,0620a.svg,0620a.png,5
戌,0x620c,0620c.svg,0620c.png,6
戍,0x620d,0620d.svg,0620d.png,6
戎,0x620e,0620e.svg,0620e.png,6
成,0x6210,06210.svg,06210.png,6
我,0x6211,06211.svg,06211.png,7
戒,0x6212,06212.svg,06212.png,7
戔,0x6214,06214.svg,06214.png,8
或,0x6216,06216.svg,06216.png,8
戚,0x621a,0621a.svg,0621a.png,11
戛,0x621b,0621b.svg,0621b.png,11
戝,0x621d,0621d.svg,0621d.png,11
戞,0x621e,0621e.svg,0621e.png,12
戟,0x621f,0621f.svg,0621f.png,12
戠,0x6220,06220.svg,06220.png,12
戡,0x6221,06221.svg,06221.png,13
戦,0x6226,06226.svg,06226.png,13
截,0x622a,0622a.svg,0622a.png,14
戮,0x622e,0622e.svg,0622e.png,15
戯,0x622f,0622f.svg,0622f.png,15
戰,0x6230,06230.svg,06230.png,16
戲,0x6232,06232.svg,06232.png,17
戳,0x6233,06233.svg,06233.png,18
戴,0x6234,06234.svg,06234.png,17
戸,0x6238,06238.svg,06238.png,4
戻,0x623b,0623b.svg,0623b.png,7
房,0x623f,0623f.svg,0623f.png,8
所,0x6240,06240.svg,06240.png,8
扁,0x6241,06241.svg,06241.png,9
扇,0x6247,06247.svg,06247.png,10
扈,0x6248,06248.svg,06248.png,11
扉,0x6249,06249.svg,06249.png,12
手,0x624b,0624b.svg,0624b.png,4
扌,0x624c,0624c.svg,0624c.png,3
才,0x624d,0624d.svg,0624d.png,3
扎,0x624e,0624e.svg,0624e.png,4
打,0x6253,06253.svg,06253.png,5
払,0x6255,06255.svg,06255.png,5
托,0x6258,06258.svg,06258.png,6
扛,0x625b,0625b.svg,0625b.png,6
扞,0x625e,0625e.svg,0625e.png,6
扠,0x6260,06260.svg,06260.png,6
扣,0x6263,06263.svg,06263.png,6
扨,0x6268,06268.svg,06268.png,6
扮,0x626e,0626e.svg,0626e.png,7
扱,0x6271,06271.svg,06271.png,6
扶,0x6276,06276.svg,06276.png,7
批,0x6279,06279.svg,06279.png,7
扼,0x627c,0627c.svg,0627c.png,7
找,0x627e,0627e.svg,0627e.png,7
承,0x627f,0627f.svg,0627f.png,8
技,0x6280,06280.svg,06280.png,7
抂,0x6282,06282.svg,06282.png,7
抃,0x6283,06283.svg,06283.png,7
抄,0x6284,06284.svg,06284.png,7
抉,0x6289,06289.svg,06289.png,7
把,0x628a,0628a.svg,0628a.png,7
抑,0x6291,06291.svg,06291.png,7
抒,0x6292,06292.svg,06292.png,7
抓,0x6293,06293.svg,06293.png,7
抔,0x6294,06294.svg,06294.png,7
投,0x6295,06295.svg,06295.png,7
抖,0x6296,06296.svg,06296.png,7
抗,0x6297,06297.svg,06297.png,7
折,0x6298,06298.svg,06298.png,7
抛,0x629b,0629b.svg,0629b.png,7
抜,0x629c,0629c.svg,0629c.png,7
択,0x629e,0629e.svg,0629e.png,7
披,0x62ab,062ab.svg,062ab.png,8
抬,0x62ac,062ac.svg,062ac.png,8
抱,0x62b1,062b1.svg,062b1.png,8
抵,0x62b5,062b5.svg,062b5.png,8
抹,0x62b9,062b9.svg,062b9.png,8
抻,0x62bb,062bb.svg,062bb.png,8
押,0x62bc,062bc.svg,062bc.png,8
抽,0x62bd,062bd.svg,062bd.png,8
拂,0x62c2,062c2.svg,062c2.png,8
担,0x62c5,062c5.svg,062c5.png,8
拆,0x62c6,062c6.svg,062c6.png,8
拇,0x62c7,062c7.svg,062c7.png,8
拈,0x62c8,062c8.svg,062c8.png,8
拉,0x62c9,062c9.svg,062c9.png,8
拊,0x62ca,062ca.svg,062ca.png,8
拌,0x62cc,062cc.svg,062cc.png,8
拍,0x62cd,062cd.svg,062cd.png,8
拏,0x62cf,062cf.svg,062cf.png,9
拐,0x62d0,062d0.svg,062d0.png,8
拑,0x62d1,062d1.svg,062d1.png,8
拒,0x62d2,062d2.svg,062d2.png,8
拓,0x62d3,062d3.svg,062d3.png,8
拔,0x62d4,062d4.svg,062d4.png,8
拗,0x62d7,062d7.svg,062d7.png,8
拘,0x62d8,062d8.svg,062d8.png,8
拙,0x62d9,062d9.svg,062d9.png,8
招,0x62db,062db.svg,062db.png,8
拜,0x62dc,062dc.svg,062dc.png,9
拝,0x62dd,062dd.svg,062dd.png,8
拠,0x62e0,062e0.svg,062e0.png,8
拡,0x62e1,062e1.svg,062e1.png,8
括,0x62ec,062ec.svg,062ec.png,9
拭,0x62ed,062ed.svg,062ed.png,9
拮,0x62ee,062ee.svg,062ee.png,9
拯,0x62ef,062ef.svg,062ef.png,9
拱,0x62f1,062f1.svg,062f1.png,9
拳,0x62f3,062f3.svg,062f3.png,10
拵,0x62f5,062f5.svg,062f5.png,9
拶,0x62f6,062f6.svg,062f6.png,9
拷,0x62f7,062f7.svg,062f7.png,9
拾,0x62fe,062fe.svg,062fe.png,9
拿,0x62ff,062ff.svg,062ff.png,10
持,0x6301,06301.svg,06301.png,9
挂,0x6302,06302.svg,06302.png,9
指,0x6307,06307.svg,06307.png,9
挈,0x6308,06308.svg,06308.png,10
按,0x6309,06309.svg,06309.png,9
挌,0x630c,0630c.svg,0630c.png,9
挑,0x6311,06311.svg,06311.png,9
挙,0x6319,06319.svg,06319.png,10
挟,0x631f,0631f.svg,0631f.png,9
挧,0x6327,06327.svg,06327.png,9
挨,0x6328,06328.svg,06328.png,10
挫,0x632b,0632b.svg,0632b.png,10
振,0x632f,0632f.svg,0632f.png,10
挺,0x633a,0633a.svg,0633a.png,10
挽,0x633d,0633d.svg,0633d.png,10
挾,0x633e,0633e.svg,0633e.png,10
挿,0x633f,0633f.svg,0633f.png,10
捉,0x6349,06349.svg,06349.png,10
捌,0x634c,0634c.svg,0634c.png,10
捍,0x634d,0634d.svg,0634d.png,10
捏,0x634f,0634f.svg,0634f.png,10
捐,0x6350,06350.svg,06350.png,10
捕,0x6355,06355.svg,06355.png,10
捗,0x6357,06357.svg,06357.png,10
捜,0x635c,0635c.svg,0635c.png,10
捧,0x6367,06367.svg,06367.png,11
捨,0x6368,06368.svg,06368.png,11
捩,0x6369,06369.svg,06369.png,10
捫,0x636b,0636b.svg,0636b.png,11
据,0x636e,0636e.svg,0636e.png,11
捲,0x6372,06372.svg,06372.png,11
捶,0x6376,06376.svg,06376.png,11
捷,0x6377,06377.svg,06377.png,11
捺,0x637a,0637a.svg,0637a.png,11
捻,0x637b,0637b.svg,0637b.png,11
掀,0x6380,06380.svg,06380.png,11
掃,0x6383,06383.svg,06383.png,11
授,0x6388,06388.svg,06388.png,11
掉,0x6389,06389.svg,06389.png,11
掌,0x638c,0638c.svg,0638c.png,12
掎,0x638e,0638e.svg,0638e.png,11
掏,0x638f,0638f.svg,0638f.png,11
排,0x6392,06392.svg,06392.png,11
掖,0x6396,06396.svg,06396.png,11
掘,0x6398,06398.svg,06398.png,11
掛,0x639b,0639b.svg,0639b.png,11
掟,0x639f,0639f.svg,0639f.png,11
掠,0x63a0,063a0.svg,063a0.png,11
採,0x63a1,063a1.svg,063a1.png,11
探,0x63a2,063a2.svg,063a2.png,11
掣,0x63a3,063a3.svg,063a3.png,12
接,0x63a5,063a5.svg,063a5.png,11
控,0x63a7,063a7.svg,063a7.png,11
推,0x63a8,063a8.svg,063a8.png,11
掩,0x63a9,063a9.svg,063a9.png,11
措,0x63aa,063aa.svg,063aa.png,11
掫,0x63ab,063ab.svg,063ab.png,11
掬,0x63ac,063ac.svg,063ac.png,11
掲,0x63b2,063b2.svg,063b2.png,11
掴,0x63b4,063b4.svg,063b4.png,11
掵,0x63b5,063b5.svg,063b5.png,11
掻,0x63bb,063bb.svg,063bb.png,11
掾,0x63be,063be.svg,063be.png,12
揀,0x63c0,063c0.svg,063c0.png,12
揃,0x63c3,063c3.svg,063c3.png,12
揄,0x63c4,063c4.svg,063c4.png,12
揆,0x63c6,063c6.svg,063c6.png,12
揉,0x63c9,063c9.svg,063c9.png,12
描,0x63cf,063cf.svg,063cf.png,11
提,0x63d0,063d0.svg,063d0.png,12
插,0x63d2,063d2.svg,063d2.png,12
揖,0x63d6,063d6.svg,063d6.png,12
揚,0x63da,063da.svg,063da.png,12
換,0x63db,063db.svg,063db.png,12
握,0x63e1,063e1.svg,063e1.png,12
揣,0x63e3,063e3.svg,063e3.png,12
揩,0x63e9,063e9.svg,063e9.png,12
揮,0x63ee,063ee.svg,063ee.png,12
援,0x63f4,063f4.svg,063f4.png,12
揶,0x63f6,063f6.svg,063f6.png,12
揺,0x63fa,063fa.svg,063fa.png,12
搆,0x6406,06406.svg,06406.png,13
損,0x640d,0640d.svg,0640d.png,13
搏,0x640f,0640f.svg,0640f.png,13
搓,0x6413,06413.svg,06413.png,13
搖,0x6416,06416.svg,06416.png,13
搗,0x6417,06417.svg,06417.png,13
搜,0x641c,0641c.svg,0641c.png,12
搦,0x6426,06426.svg,06426.png,13
搨,0x6428,06428.svg,06428.png,13
搬,0x642c,0642c.svg,0642c.png,13
搭,0x642d,0642d.svg,0642d.png,12
搴,0x6434,06434.svg,06434.png,14
搶,0x6436,06436.svg,06436.png,13
携,0x643a,0643a.svg,0643a.png,13
搾,0x643e,0643e.svg,0643e.png,13
摂,0x6442,06442.svg,06442.png,13
摎,0x644e,0644e.svg,0644e.png,14
摑,0x6451,06451.svg,06451.png,14
摘,0x6458,06458.svg,06458.png,14
摧,0x6467,06467.svg,06467.png,14
摩,0x6469,06469.svg,06469.png,15
摯,0x646f,0646f.svg,0646f.png,15
摶,0x6476,06476.svg,06476.png,14
摸,0x6478,06478.svg,06478.png,13
摺,0x647a,0647a.svg,0647a.png,14
撃,0x6483,06483.svg,06483.png,15
撈,0x6488,06488.svg,06488.png,15
撒,0x6492,06492.svg,06492.png,15
撓,0x6493,06493.svg,06493.png,15
撕,0x6495,06495.svg,06495.png,15
撚,0x649a,0649a.svg,0649a.png,15
撞,0x649e,0649e.svg,0649e.png,15
撤,0x64a4,064a4.svg,064a4.png,15
撥,0x64a5,064a5.svg,064a5.png,15
撩,0x64a9,064a9.svg,064a9.png,15
撫,0x64ab,064ab.svg,064ab.png,15
播,0x64ad,064ad.svg,064ad.png,15
撮,0x64ae,064ae.svg,064ae.png,15
撰,0x64b0,064b0.svg,064b0.png,15
撲,0x64b2,064b2.svg,064b2.png,15
撹,0x64b9,064b9.svg,064b9.png,15
撻,0x64bb,064bb.svg,064bb.png,16
撼,0x64bc,064bc.svg,064bc.png,16
擁,0x64c1,064c1.svg,064c1.png,16
擂,0x64c2,064c2.svg,064c2.png,16
擅,0x64c5,064c5.svg,064c5.png,16
擇,0x64c7,064c7.svg,064c7.png,16
操,0x64cd,064cd.svg,064cd.png,16
擒,0x64d2,064d2.svg,064d2.png,16
擔,0x64d4,064d4.svg,064d4.png,16
擘,0x64d8,064d8.svg,064d8.png,17
據,0x64da,064da.svg,064da.png,16
擠,0x64e0,064e0.svg,064e0.png,17
擡,0x64e1,064e1.svg,064e1.png,17
擢,0x64e2,064e2.svg,064e2.png,17
擣,0x64e3,064e3.svg,064e3.png,17
擦,0x64e6,064e6.svg,064e6.png,17
擧,0x64e7,064e7.svg,064e7.png,17
擬,0x64ec,064ec.svg,064ec.png,17
擯,0x64ef,064ef.svg,064ef.png,17
擱,0x64f1,064f1.svg,064f1.png,17
擲,0x64f2,064f2.svg,064f2.png,18
擴,0x64f4,064f4.svg,064f4.png,18
擶,0x64f6,064f6.svg,064f6.png,18
擺,0x64fa,064fa.svg,064fa.png,18
擽,0x64fd,064fd.svg,064fd.png,18
擾,0x64fe,064fe.svg,064fe.png,18
攀,0x6500,06500.svg,06500.png,19
攅,0x6505,06505.svg,06505.png,18
攘,0x6518,06518.svg,06518.png,20
攜,0x651c,0651c.svg,0651c.png,21
攝,0x651d,0651d.svg,0651d.png,21
攣,0x6523,06523.svg,06523.png,23
攤,0x6524,06524.svg,06524.png,22
攪,0x652a,0652a.svg,0652a.png,23
攫,0x652b,0652b.svg,0652b.png,23
攬,0x652c,0652c.svg,0652c.png,25
支,0x652f,0652f.svg,0652f.png,4
攴,0x6534,06534.svg,06534.png,4
攵,0x6535,06535.svg,06535.png,4
收,0x6536,06536.svg,06536.png,6
攷,0x6537,06537.svg,06537.png,6
攸,0x6538,06538.svg,06538.png,7
改,0x6539,06539.svg,06539.png,7
攻,0x653b,0653b.svg,0653b.png,7
放,0x653e,0653e.svg,0653e.png,8
政,0x653f,0653f.svg,0653f.png,9
故,0x6545,06545.svg,06545.png,9
效,0x6548,06548.svg,06548.png,10
敍,0x654d,0654d.svg,0654d.png,11
敏,0x654f,0654f.svg,0654f.png,10
救,0x6551,06551.svg,06551.png,11
敕,0x6555,06555.svg,06555.png,11
敖,0x6556,06556.svg,06556.png,11
敗,0x6557,06557.svg,06557.png,11
敘,0x6558,06558.svg,06558.png,11
教,0x6559,06559.svg,06559.png,11
敝,0x655d,0655d.svg,0655d.png,12
敞,0x655e,0655e.svg,0655e.png,12
敢,0x6562,06562.svg,06562.png,12
散,0x6563,06563.svg,06563.png,12
敦,0x6566,06566.svg,06566.png,12
敬,0x656c,0656c.svg,0656c.png,12
数,0x6570,06570.svg,06570.png,13
敲,0x6572,06572.svg,06572.png,14
整,0x6574,06574.svg,06574.png,16
敵,0x6575,06575.svg,06575.png,15
敷,0x6577,06577.svg,06577.png,15
數,0x6578,06578.svg,06578.png,15
斂,0x6582,06582.svg,06582.png,17
斃,0x6583,06583.svg,06583.png,18
文,0x6587,06587.svg,06587.png,4
斈,0x6588,06588.svg,06588.png,7
斉,0x6589,06589.svg,06589.png,8
斌,0x658c,0658c.svg,0658c.png,12
斎,0x658e,0658e.svg,0658e.png,11
斐,0x6590,06590.svg,06590.png,12
斑,0x6591,06591.svg,06591.png,12
斗,0x6597,06597.svg,06597.png,4
料,0x6599,06599.svg,06599.png,10
斛,0x659b,0659b.svg,0659b.png,11
斜,0x659c,0659c.svg,0659c.png,11
斟,0x659f,0659f.svg,0659f.png,13
斡,0x65a1,065a1.svg,065a1.png,14
斤,0x65a4,065a4.svg,065a4.png,4
斥,0x65a5,065a5.svg,065a5.png,5
斧,0x65a7,065a7.svg,065a7.png,8
斫,0x65ab,065ab.svg,065ab.png,9
斬,0x65ac,065ac.svg,065ac.png,11
断,0x65ad,065ad.svg,065ad.png,11
斯,0x65af,065af.svg,065af.png,12
新,0x65b0,065b0.svg,065b0.png,13
斷,0x65b7,065b7.svg,065b7.png,18
方,0x65b9,065b9.svg,065b9.png,4
於,0x65bc,065bc.svg,065bc.png,8
施,0x65bd,065bd.svg,065bd.png,9
斿,0x65bf,065bf.svg,065bf.png,9
旁,0x65c1,065c1.svg,065c1.png,10
旃,0x65c3,065c3.svg,065c3.png,10
旄,0x65c4,065c4.svg,065c4.png,10
旅,0x65c5,065c5.svg,065c5.png,10
旆,0x65c6,065c6.svg,065c6.png,10
旋,0x65cb,065cb.svg,065cb.png,11
旌,0x65cc,065cc.svg,065cc.png,11
族,0x65cf,065cf.svg,065cf.png,11
旒,0x65d2,065d2.svg,065d2.png,13
旗,0x65d7,065d7.svg,065d7.png,14
旙,0x65d9,065d9.svg,065d9.png,16
旛,0x65db,065db.svg,065db.png,18
无,0x65e0,065e0.svg,065e0.png,4
旡,0x65e1,065e1.svg,065e1.png,4
既,0x65e2,065e2.svg,065e2.png,10
日,0x65e5,065e5.svg,065e5.png,4
旦,0x65e6,065e6.svg,065e6.png,5
旧,0x65e7,065e7.svg,065e7.png,5
旨,0x65e8,065e8.svg,065e8.png,6
早,0x65e9,065e9.svg,065e9.png,6
旬,0x65ec,065ec.svg,065ec.png,6
旭,0x65ed,065ed.svg,065ed.png,6
旱,0x65f1,065f1.svg,065f1.png,7
旺,0x65fa,065fa.svg,065fa.png,8
旻,0x65fb,065fb.svg,065fb.png,8
昂,0x6602,06602.svg,06602.png,8
昃,0x6603,06603.svg,06603.png,8
昆,0x6606,06606.svg,06606.png,8
昇,0x6607,06607.svg,06607.png,8
昊,0x660a,0660a.svg,0660a.png,8
昌,0x660c,0660c.svg,0660c.png,8
明,0x660e,0660e.svg,0660e.png,8
昏,0x660f,0660f.svg,0660f.png,8
易,0x6613,06613.svg,06613.png,8
昔,0x6614,06614.svg,06614.png,8
昜,0x661c,0661c.svg,0661c.png,9
星,0x661f,0661f.svg,0661f.png,9
映,0x6620,06620.svg,06620.png,9
春,0x6625,06625.svg,06625.png,9
昧,0x6627,06627.svg,06627.png,9
昨,0x6628,06628.svg,06628.png,9
昭,0x662d,0662d.svg,0662d.png,9
是,0x662f,0662f.svg,0662f.png,9
昴,0x6634,06634.svg,06634.png,9
昵,0x6635,06635.svg,06635.png,9
昶,0x6636,06636.svg,06636.png,9
昼,0x663c,0663c.svg,0663c.png,9
昿,0x663f,0663f.svg,0663f.png,9
晁,0x6641,06641.svg,06641.png,10
時,0x6642,06642.svg,06642.png,10
晃,0x6643,06643.svg,06643.png,10
晄,0x6644,06644.svg,06644.png,10
晉,0x6649,06649.svg,06649.png,10
晋,0x664b,0664b.svg,0664b.png,10
晏,0x664f,0664f.svg,0664f.png,10
晒,0x6652,06652.svg,06652.png,10
晝,0x665d,0665d.svg,0665d.png,11
晞,0x665e,0665e.svg,0665e.png,11
晟,0x665f,0665f.svg,0665f.png,10
晢,0x6662,06662.svg,06662.png,11
晤,0x6664,06664.svg,06664.png,11
晦,0x6666,06666.svg,06666.png,11
晧,0x6667,06667.svg,06667.png,11
晨,0x6668,06668.svg,06668.png,11
晩,0x6669,06669.svg,06669.png,12
普,0x666e,0666e.svg,0666e.png,12
景,0x666f,0666f.svg,0666f.png,12
晰,0x6670,06670.svg,06670.png,12
晴,0x6674,06674.svg,06674.png,12
晶,0x6676,06676.svg,06676.png,12
智,0x667a,0667a.svg,0667a.png,12
暁,0x6681,06681.svg,06681.png,12
暃,0x6683,06683.svg,06683.png,12
暄,0x6684,06684.svg,06684.png,13
暇,0x6687,06687.svg,06687.png,13
暈,0x6688,06688.svg,06688.png,13
暉,0x6689,06689.svg,06689.png,13
暎,0x668e,0668e.svg,0668e.png,12
暑,0x6691,06691.svg,06691.png,12
暖,0x6696,06696.svg,06696.png,13
暗,0x6697,06697.svg,06697.png,13
暘,0x6698,06698.svg,06698.png,13
暝,0x669d,0669d.svg,0669d.png,14
暢,0x66a2,066a2.svg,066a2.png,14
暦,0x66a6,066a6.svg,066a6.png,14
暫,0x66ab,066ab.svg,066ab.png,15
暮,0x66ae,066ae.svg,066ae.png,14
暴,0x66b4,066b4.svg,066b4.png,15
暸,0x66b8,066b8.svg,066b8.png,16
暹,0x66b9,066b9.svg,066b9.png,16
暼,0x66bc,066bc.svg,066bc.png,16
暾,0x66be,066be.svg,066be.png,16
曁,0x66c1,066c1.svg,066c1.png,16
曄,0x66c4,066c4.svg,066c4.png,14
曇,0x66c7,066c7.svg,066c7.png,16
曉,0x66c9,066c9.svg,066c9.png,16
曖,0x66d6,066d6.svg,066d6.png,17
曙,0x66d9,066d9.svg,066d9.png,17
曚,0x66da,066da.svg,066da.png,17
曜,0x66dc,066dc.svg,066dc.png,18
曝,0x66dd,066dd.svg,066dd.png,19
曠,0x66e0,066e0.svg,066e0.png,19
曦,0x66e6,066e6.svg,066e6.png,20
曩,0x66e9,066e9.svg,066e9.png,21
曰,0x66f0,066f0.svg,066f0.png,4
曲,0x66f2,066f2.svg,066f2.png,6
曳,0x66f3,066f3.svg,066f3.png,6
更,0x66f4,066f4.svg,066f4.png,7
曵,0x66f5,066f5.svg,066f5.png,7
曷,0x66f7,066f7.svg,066f7.png,9
書,0x66f8,066f8.svg,066f8.png,10
曹,0x66f9,066f9.svg,066f9.png,11
曼,0x66fc,066fc.svg,066fc.png,11
曽,0x66fd,066fd.svg,066fd.png,11
曾,0x66fe,066fe.svg,066fe.png,12
替,0x66ff,066ff.svg,066ff.png,12
最,0x6700,06700.svg,06700.png,12
會,0x6703,06703.svg,06703.png,13
月,0x6708,06708.svg,06708.png,4
有,0x6709,06709.svg,06709.png,6
朋,0x670b,0670b.svg,0670b.png,8
服,0x670d,0670d.svg,0670d.png,8
朏,0x670f,0670f.svg,0670f.png,9
朔,0x6714,06714.svg,06714.png,10
朕,0x6715,06715.svg,06715.png,10
朖,0x6716,06716.svg,06716.png,11
朗,0x6717,06717.svg,06717.png,10
望,0x671b,0671b.svg,0671b.png,11
